StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,firm_resp_1,human_resp_1,firm_liable_1,human_liable_1,reason,comp_3,comp_1,comp_2,automation,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,label
2024-11-13 13:24:46,2024-11-13 13:29:06,0,104.175.43.233,100,260,1,2024-11-13 13:29:07,R_1ncFMpo8efsP4rL,,,,,34.0675,-118.3521,anonymous,EN,1,6507a61bd30132af64c0793c,2,5,100,19,82,10,I think the company is more liable for the accident because the system promised feature did not operate as advertised.,1,2,4,5,1,,2,,25,4,,83,,,,Copilot
2024-11-13 13:24:06,2024-11-13 13:29:08,0,69.130.146.157,100,301,1,2024-11-13 13:29:08,R_525fh9v7SfQXcZB,,,,,36.1868,-86.5067,anonymous,EN,1,670965755b644a24e0f1cc70,2,5,69,60,60,58,"I think both of them are responsible for the accident but i think the company should take most of the liability since this is a feature they promote as ""autopilot"" which emphasizes and autonomous vehicle.",1,2,4,6,1,,4,,35,4,,61,,,,Autopilot
2024-11-13 13:25:28,2024-11-13 13:29:17,0,73.108.2.207,100,229,1,2024-11-13 13:29:17,R_5q1ykhYKqLxjITl,,,,,36.3125,-82.377,anonymous,EN,1,610ccf09b1b0759b2668ded1,2,5,100,100,50,100,"The human is most at fault.  That's just common sense. ",1,2,4,2,1,,3,,44,4,,51,,,,Autopilot
2024-11-13 13:23:58,2024-11-13 13:29:20,0,184.58.147.101,100,322,1,2024-11-13 13:29:21,R_3fm2vuMXLbsDlEB,,,,,42.8667,-88.3334,anonymous,EN,1,66d5bccce3bc16e181051a0d,2,5,99,0,100,0,"If the autopilot was on and it failed and all maintenance was performed on the car, then the autopilot is faulty and is liable.  If maintenance was not performed as it is supposed to on the car that pertains to the autopilot well then that would be on the driver ",1,2,4,6,2,,3,,63,4,,83,,,,Autopilot
2024-11-13 13:21:12,2024-11-13 13:29:32,0,172.56.77.12,100,499,1,2024-11-13 13:29:32,R_6ONPD4dT8ddwqKJ,,,,,28.5788,-81.4396,anonymous,EN,1,6701206a49833a2065d10763,2,5,100,80,100,100,"Bot human and the autopilot were not considering other challenges or obstacles while driving, the human trusted the autopilot to drive safe and not putting in mind that the autopilot lacks so certain things like applying emergency brakes and all.",2,1,4,3,2,,1,,31,5,,80,,,,Autopilot
2024-11-13 13:27:57,2024-11-13 13:29:46,0,69.113.135.234,100,109,1,2024-11-13 13:29:47,R_5M6ToqOMBolznsw,,,,,41.0641,-73.548,anonymous,EN,1,654fe6af3517f92a06444ca5,2,5,100,60,100,66,"the company is more liable because they advertised their car as self driving ",1,2,4,6,1,,2,,38,7,,44,,,,Autopilot
2024-11-13 13:26:41,2024-11-13 13:29:49,0,71.15.23.46,100,187,1,2024-11-13 13:29:49,R_7vPZBpJpDE8T7uF,,,,,34.9446,-82.2214,anonymous,EN,1,5c2d7377da51990001e424f3,2,5,21,100,25,100,"The human driver is the person who is operating the vehicle and is responsible for driving safely, auto pilot or not.",1,2,4,4,1,,6,Pacific Islander,32,3,,73,,,,Autopilot
2024-11-13 13:22:45,2024-11-13 13:29:50,0,71.200.107.151,100,425,1,2024-11-13 13:29:51,R_3b12UC74qkjtUXv,,,,,38.9208,-77.036,anonymous,EN,1,655f90bfe10fa8065ab6c09a,2,5,67,55,59,53,I think company is more liable given their program is to help the human.,1,2,4,5,2,,2,,29,5,,59,,,,Copilot
2024-11-13 13:27:21,2024-11-13 13:29:53,0,97.115.129.178,100,152,1,2024-11-13 13:29:54,R_7OUXBi5kHbRMxBX,,,,,45.4805,-122.6363,anonymous,EN,1,5b87dd09019cf60001a115b3,2,5,10,90,10,90,"The human driver is ultimately responsible for their vehicle, and distracted driving is a crime.",1,2,4,5,1,,3,,29,4,,25,,,,Autopilot
2024-11-13 13:25:25,2024-11-13 13:29:57,0,135.26.79.87,100,271,1,2024-11-13 13:29:57,R_14cwrzCSmQteaFr,,,,,29.7388,-95.8309,anonymous,EN,1,60a2a99dd4f02859574e5bf1,2,5,30,70,30,70,The human should be paying attention just in case the system fails just as it did in this case.,2,1,4,2,2,,3,,50,2,,67,,,,Autopilot
2024-11-13 13:26:30,2024-11-13 13:30:10,0,71.11.198.118,100,220,1,2024-11-13 13:30:11,R_6RVP5cy1RoUY4fC,,,,,32.9074,-97.5322,anonymous,EN,1,671ad5dd2971d5b0fb606038,2,5,40,60,40,60,regardless of whether or not your car can drive on its own it is reckless driving to take your eyes off the road while driving,1,2,4,5,2,,3,,19,1,,50,,,,Copilot
2024-11-13 13:24:23,2024-11-13 13:30:26,0,73.185.196.197,100,362,1,2024-11-13 13:30:26,R_6okHo9bCdVXXIop,,,,,39.0518,-94.4046,anonymous,EN,1,6650e129f8317171a2a81b2b,2,5,80,75,85,80,"I believe that the company and the driver are equally as responsible for the accident. If a company promises to create a car that can drive autonomously, it should be able to do that with no faults. The driver is responsible, as they were distracted and could have prevented the accident, they also are using the car knowing that it could have limitations and cause something like this to happen.",1,2,4,5,2,,5,,21,1,,75,,,,Autopilot
2024-11-13 13:24:36,2024-11-13 13:30:30,0,32.221.63.149,100,354,1,2024-11-13 13:30:30,R_1MS82mSFbFkayUV,,,,,41.4345,-72.1098,anonymous,EN,1,660ab993fab36838fb625872,2,5,24,81,29,84,The human driver is more liable because they are the driver.  The system is there to assist but it isn't there to drive the car completely.  The driver needs to maintain control and not be distracted.,1,2,4,4,1,,3,,37,4,,83,,,,Autopilot
2024-11-13 13:24:18,2024-11-13 13:30:39,0,68.104.169.210,100,381,1,2024-11-13 13:30:40,R_5DHDzoQv75FJCKd,,,,,33.4935,-111.9211,anonymous,EN,1,63804d105c37525d499b9c6c,2,5,80,60,80,60,"If the driver is relying on Aeon autopilot and Aeon claims that their autopilot will detect stop signs, other cars, etc. then Aeon should primarily be liable if it made such claims. The human driver should have some liability if they shouldn't totally rely on Aeon and not be distracted by looking at their cell phone when they should be attentive to what is happening while driving.",1,2,4,5,2,,2,,61,7,,40,,,,Autopilot
2024-11-13 13:29:13,2024-11-13 13:30:40,0,97.70.77.184,100,87,1,2024-11-13 13:30:40,R_5XoMC4EDd7LKqYp,,,,,42.4649,-83.3684,anonymous,EN,1,65ca7d29af5b6440d955430a,2,5,49,65,64,65,The company is more liable since they manufactured the vehicle.,2,2,2,4,2,,1,,34,3,,62,,,,Autopilot
2024-11-13 13:19:31,2024-11-13 13:30:49,0,97.182.249.30,100,678,1,2024-11-13 13:30:49,R_5VxiWX7FStZBZeN,,,,,33.6262,-112.0074,anonymous,EN,1,6687117431fac687972361a3,2,5,30,80,40,70,"I think that the human has more responsibility since he is the one in charge of the unit, in addition to the fact that the company vehicle has had some failure, it also gives responsibility to the company.",1,2,4,5,1,,3,,54,5,,80,,,,Copilot
2024-11-13 13:27:59,2024-11-13 13:30:57,0,47.39.19.224,100,178,1,2024-11-13 13:30:58,R_7gaP2OiqVk1z2Ap,,,,,43.3692,-124.2203,anonymous,EN,1,56b55e3b0759c9000dc02635,2,5,0,100,0,100,"I think that the human is always responsible in the end. ",1,2,4,5,2,,3,,54,1,,29,,,,Copilot
2024-11-13 13:27:58,2024-11-13 13:31:00,0,67.163.8.223,100,181,1,2024-11-13 13:31:01,R_3nBJLcM3Fky4bsZ,,,,,41.7517,-88.2414,anonymous,EN,1,65c79390e4188d52174c8f1d,2,5,100,0,100,0,The company is 100% responsible because their product failed.,1,2,4,6,2,,3,,49,3,,65,,,,Copilot
2024-11-13 13:25:42,2024-11-13 13:31:05,0,24.27.55.164,100,323,1,2024-11-13 13:31:06,R_5J89LGNW9WeX2o5,,,,,30.5089,-97.6796,anonymous,EN,1,66c61c3e090594ad01b510b7,2,5,10,100,10,100,"Just because tech can do something does not remove the personal/human responsibility in public or in this case on the road. Driving is a privilege, not a right, and concern for others is not removed from human responsibility based on a tech's capabilities.",1,2,4,5,1,,3,,49,3,,75,,,,Autopilot
2024-11-13 13:25:56,2024-11-13 13:31:08,0,72.201.248.173,100,312,1,2024-11-13 13:31:09,R_5cZYOjpNrYhHwiS,,,,,32.1453,-110.9456,anonymous,EN,1,659f35424bd33c459b6c0d6a,2,5,70,60,70,60,"They are both liable, because the driver is still supposed be paying attention, but between the two, the company has the greater liability because their auto pilot feature malfunctioned causing the accident. ",1,2,4,4,2,,3,,47,1,,30,,,,Autopilot
2024-11-13 13:29:02,2024-11-13 13:31:11,0,174.20.71.152,100,129,1,2024-11-13 13:31:12,R_3QEMbf3kZkt0P6B,,,,,44.9354,-93.1694,anonymous,EN,1,654147fc6232a5b9c9d09526,2,5,91,47,96,47,The driver was misled into believing autopilot is safe,1,2,4,6,1,,3,,35,3,,20,,,,Autopilot
2024-11-13 13:27:41,2024-11-13 13:31:18,0,70.117.240.183,100,217,1,2024-11-13 13:31:19,R_7Ubh6JTHSM2zJAt,,,,,26.1372,-97.6454,anonymous,EN,1,62b23ec52d823af70d023ca2,2,5,80,70,80,70,"I think the company is slightly more liable for the accident. While the man should have been paying more attention the copilot Aeon should have worked properly and stopped at the stop sign. ",1,2,4,4,1,,4,,23,3,,45,,,,Copilot
2024-11-13 13:21:43,2024-11-13 13:31:22,0,174.229.29.147,100,578,1,2024-11-13 13:31:22,R_7vxUmDZpBhqfZMR,,,,,32.5484,-85.4682,anonymous,EN,1,66884d036c4d24aaba02c702,2,5,35,65,65,40,"I feel the driver should be paying more attention but Aeon advertises their car to be autopilot so if there is an accident, I feel they should be held more liable. It gives the driver a false sense of safety.",1,2,4,5,1,,3,,38,3,,65,,,,Autopilot
2024-11-13 13:27:57,2024-11-13 13:31:23,0,98.110.230.62,100,205,1,2024-11-13 13:31:23,R_7r2LXBjJJp684xU,,,,,42.1501,-71.7629,anonymous,EN,1,66293aa47b88a70b46ab3f83,2,5,70,92,56,92,"I think the buck stops with the human. Even with the co-pilot, the human is ultimately responsible. ",1,2,4,3,2,,3,,49,4,,70,,,,Copilot
2024-11-13 13:27:00,2024-11-13 13:31:25,0,75.118.49.207,100,264,1,2024-11-13 13:31:25,R_6KdSFpgl7eFPa77,,,,,40.0818,-82.9665,anonymous,EN,1,670049c14fda1a10af177e46,2,5,100,0,100,1,"I am assuming that the company has providing the autopilot feature that would work no matter if a person was sitting at full attention in their seat or not, so even if a disclaimer were to be issued, it's still the car at fault for offering a feature that is not proven to be safe. The company would be at fault for offering a car with that feature, and not finding a way to disable it if the driver is not paying complete attention. The very fact that the name of the feature is ""autopilot"" suggests that the human driver does not need to interact with the car while it is utilizing this feature.",1,2,4,6,2,,3,,46,3,,75,,,,Autopilot
2024-11-13 13:27:08,2024-11-13 13:31:31,0,192.180.164.63,100,263,1,2024-11-13 13:31:32,R_1DtnAb0DGsINtxe,,,,,38.1774,-85.5209,anonymous,EN,1,610189e61b2d3520eea21de6,2,5,50,50,50,50,"I think that both the company and the human driver are liable for the accident, as both didn't notice the stop sign.",1,2,4,4,2,,3,,31,4,,65,,,,Copilot
2024-11-13 13:27:28,2024-11-13 13:31:32,0,69.120.103.15,100,243,1,2024-11-13 13:31:33,R_6yqDb2EV7azOEyl,,,,,40.2066,-74.0727,anonymous,EN,1,67185bfa7d93e28cdd1fdcd2,2,5,85,65,80,65,I think that the company is more responsible for the accident because they are supposed to be a company that does that type of thing automatically but the driver is also responsible because he should have been paying attention still. Both are responsible but more so the company.,1,2,4,5,1,,3,,30,4,,40,,,,Autopilot
2024-11-13 13:25:53,2024-11-13 13:31:47,0,68.195.186.154,100,354,1,2024-11-13 13:31:48,R_1LhDc9HQVaoRzC3,,,,,40.8622,-73.8902,anonymous,EN,1,66fd8acc8700d2c4eecce16e,2,5,42,40,87,15,"because the human driver was the one controlling ",2,2,4,2,1,,3,,39,5,,79,,,,Copilot
2024-11-13 13:28:18,2024-11-13 13:32:00,0,45.19.48.212,100,222,1,2024-11-13 13:32:01,R_308AQ3c00YrshB7,,,,,30.5034,-97.7494,anonymous,EN,1,61272733b6c8fe076880e02c,2,5,28,69,30,70,"I think they both should have to pay some amount of money for the accident, since they both had some amount of control over driving the car.",1,2,4,4,3,,3,,39,1,,72,,,,Copilot
2024-11-13 13:29:41,2024-11-13 13:32:15,0,75.30.94.17,100,153,1,2024-11-13 13:32:16,R_7PUc7uRdOXMHRrd,,,,,39.711,-86.2591,anonymous,EN,1,5dd1dc9110420023be388e5d,2,5,67,66,51,68,human driver for failing to pay attention,1,2,4,6,2,,3,,48,1,,73,,,,Autopilot
2024-11-13 13:29:10,2024-11-13 13:32:17,0,24.148.13.102,100,187,1,2024-11-13 13:32:18,R_38HUeSLdJE6CaEB,,,,,41.9555,-87.6613,anonymous,EN,1,5a79f14a8fe2dc00010593eb,2,5,80,70,80,70,I think both the company and the human driver are responsible. The company should've better programmed the software but the human also should've been paying attention.,1,2,4,3,2,,3,,34,4,,60,,,,Copilot
2024-11-13 13:25:51,2024-11-13 13:32:26,0,107.139.230.235,100,395,1,2024-11-13 13:32:26,R_1rfiaCS9UfVe9wV,,,,,34.118,-118.3303,anonymous,EN,1,63345f710321e08d1720919e,2,5,80,70,70,75,"i believe they are both liable. the human driver is ultimately responsible for the vehicle and what it does but the company sold a product that didnt do what it was suppose to do. ",1,2,4,4,1,,2,,37,3,,85,,,,Copilot
2024-11-13 13:27:57,2024-11-13 13:32:28,0,24.99.34.106,100,270,1,2024-11-13 13:32:29,R_7PdvW25E230sOce,,,,,33.584,-84.2751,anonymous,EN,1,66d4c64bfb150855203753d9,2,5,50,50,100,71,"A human driver should be the last line of defense against a computer error especially in this kind of scenario; however, it is also true that Copilot is at fault for creating a system that is supposed to take the responsibility away from humans but is not succeeding at that purpose",1,2,4,4,2,,1,,32,7,,50,,,,Copilot
2024-11-13 13:28:05,2024-11-13 13:32:39,0,50.39.239.9,100,273,1,2024-11-13 13:32:39,R_7q9xbNl8fd4uQzi,,,,,45.4501,-122.868,anonymous,EN,1,654f89366d18132f256b529d,2,5,99,71,95,80,"I think that legally the human driver would be found liable for the accident, but that the driver could take a case against the company and would win. ",1,2,4,5,2,,3,,34,5,,58,,,,Autopilot
2024-11-13 13:28:33,2024-11-13 13:32:45,0,173.90.75.108,100,252,1,2024-11-13 13:32:46,R_7jcWrtVIQUlg76y,,,,,40.8759,-81.4023,anonymous,EN,1,62c026818910950fc380e599,2,5,100,20,100,51,"Aeon offered a service (AV) to which the driver had a reasonable expectation of receiving. The service failed through no fault of the driver (eg, the driver didn't tamper with the machinery). ",1,2,4,5,1,,3,,47,4,,30,,,,Autopilot
2024-11-13 13:27:32,2024-11-13 13:32:50,0,97.112.8.46,100,317,1,2024-11-13 13:32:51,R_6oLRaNu5cG75xk1,,,,,43.8536,-83.965,anonymous,EN,1,606609111ba10f35596db018,2,5,50,10,50,90,"While Aeon and the company do bear some responsibility for the accident by virtue of their claims about this new AV, ultimately, the driver is in charge of the vehicle and it is the driver's responsibility to be vigilant.",2,2,4,4,2,,3,,64,4,,75,,,,Copilot
2024-11-13 13:29:39,2024-11-13 13:32:54,0,72.34.101.36,100,195,1,2024-11-13 13:32:55,R_6fr1qQdIyrKdym6,,,,,35.6208,-117.6732,anonymous,EN,1,610b64dc95ff0ef5b5b9ac6b,2,5,67,75,74,91,"The copilot is just that, a copilot. Ultimately the man is supposed to be a responsible, proper driver who pays attention to everything the best he can.",1,2,4,3,1,,3,,26,1,,34,,,,Copilot
2024-11-13 13:27:43,2024-11-13 13:32:57,0,99.122.69.131,100,313,1,2024-11-13 13:32:57,R_3xOMWFPZKYqL5QZ,,,,,42.9896,-88.0876,anonymous,EN,1,66c3512e2675efe1e222f137,2,5,70,60,85,55,The company promotes a car that has autopilot.  If the autopilot does not function then they are just as responsible as if the brakes went out.,1,2,4,6,2,,3,,53,4,,70,,,,Autopilot
2024-11-13 13:28:47,2024-11-13 13:33:00,0,73.94.37.29,100,253,1,2024-11-13 13:33:01,R_3BN0ubmmNfGboiJ,,,,,44.8328,-93.4396,anonymous,EN,1,5fc43c5dcc6b725195c5fe32,2,5,50,60,51,60,"I think if it is called copilot, it is insinuating that needs both the car and the person to drive it.  The human didn't do their job to check the car was doing what it needed to do.",1,2,4,4,2,,3,,34,5,,23,,,,Copilot
2024-11-13 13:27:49,2024-11-13 13:33:03,0,71.102.96.177,100,313,1,2024-11-13 13:33:03,R_1YDOxi4B1hl3ZEl,,,,,41.0255,-75.8834,anonymous,EN,1,6510652e8c348ca500c8677c,2,5,51,69,81,100,The company is more responsible because the driver trusted that the copilot would work,1,2,4,6,1,,3,,73,1,,20,,,,Copilot
2024-11-13 13:29:27,2024-11-13 13:33:04,0,206.251.215.146,100,217,1,2024-11-13 13:33:05,R_1hztfg9fF0xJDZ2,,,,,35.9828,-86.5186,anonymous,EN,1,65bf99712dfa1f05ee0333c8,2,5,62,75,56,65,The human driver is more liable because they have a level of attention that still must be paid when driving with auto-pilot.,1,2,4,2,2,,5,,34,4,,58,,,,Autopilot
2024-11-13 13:31:01,2024-11-13 13:33:06,0,47.148.204.129,100,124,1,2024-11-13 13:33:07,R_1tEG1jkCXPbhLQp,,,,,34.0264,-117.936,anonymous,EN,1,59c3289b8e6ea10001f7b926,2,5,98,4,95,4,The autopilot because it was supposed to work,1,2,4,4,2,,2,,38,1,,40,,,,Autopilot
2024-11-13 13:25:00,2024-11-13 13:33:10,0,174.161.166.192,100,489,1,2024-11-13 13:33:10,R_5R7WTLULxF0tpZZ,,,,,35.1004,-90.028,anonymous,EN,1,65e0edf1cd47e9569ee082bc,2,5,50,81,28,86,The Copilot was new and more test should have been ran on it but the human should still pay attention to the road.,1,2,4,6,2,,1,,42,3,,72,,,,Copilot
2024-11-13 13:30:54,2024-11-13 13:33:14,0,69.36.3.18,100,140,1,2024-11-13 13:33:15,R_5pmSDZAGpjoAlbH,,,,,40.0026,-86.354,anonymous,EN,1,5b0967ff1c95000001fcb6ce,2,5,89,60,98,55,"The likely billion dollar company markets itself as ""copilot"" wich would suggest it can take over driving. ",1,2,4,5,1,,3,,44,5,,32,,,,Copilot
2024-11-13 13:24:19,2024-11-13 13:33:14,0,172.12.154.98,100,535,1,2024-11-13 13:33:15,R_796T8WczxYGryKV,,,,,36.842,-119.6578,anonymous,EN,1,66ef5eb44a508904b144abfc,2,5,39,62,100,10,"Since the company involves human's and the program is well, just automation, I believe Aeon is more responsible.  At the intersection with the stop sign, the human need not answer his text till he is fully stopped.",2,2,4,6,1,,3,,58,4,,25,,,,Copilot
2024-11-13 13:29:39,2024-11-13 13:33:24,0,73.28.237.214,100,224,1,2024-11-13 13:33:24,R_7ZQbynnQ2yDBTt7,,,,,26.9835,-82.1319,anonymous,EN,1,5638d3a544e8c8000ee869a2,2,5,93,12,97,20,"If Aeons Copilot function is engaged, then it should have stopped the car before crossing the stop sign. If the human had not turned on that function, I would say they are liable.",1,2,4,6,1,,5,,36,3,,13,,,,Copilot
2024-11-13 13:29:26,2024-11-13 13:33:31,0,173.79.147.80,100,244,1,2024-11-13 13:33:31,R_3hW3NQXgEShLYNC,,,,,38.8672,-77.6488,anonymous,EN,1,66343bc1b0606dd38f25a311,2,5,50,100,50,100,"I think the human driver is more liable for the accident. While I would also hold Aeon liable, a person should be alert at all times. Being on a phone while in a vehicle is still a crime. ",1,1,4,4,2,,3,,53,3,,60,,,,Autopilot
2024-11-13 13:29:22,2024-11-13 13:33:37,0,206.41.39.35,100,255,1,2024-11-13 13:33:38,R_3MhcMdDIxfElJ8O,,,,,30.0074,-90.115,anonymous,EN,1,667c3a70dfa8f73950afba6a,2,5,20,96,83,82,"I think the human is more liable - it was his decision to take the risk to use the autopilot. Ultimately, he's responsible for everything that happens in the car, and by texting and driving he lost focus and put his trust in a machine rather than his own driving ability.",1,2,4,3,1,,3,,26,5,,44,,,,Copilot
2024-11-13 13:29:39,2024-11-13 13:33:43,0,67.176.40.13,100,243,1,2024-11-13 13:33:44,R_3gXCB228qaTlkg0,,,,,39.8401,-105.0027,anonymous,EN,1,669a9222298c6838194f2ae4,2,5,13,59,75,80,"Until AV technology is proven reliable enough to disallow it, the human driver is still ultimately responsible for ensuring safe operation of the vehicle.",1,2,4,2,1,,3,,37,3,,68,,,,Copilot
2024-11-13 13:27:04,2024-11-13 13:33:44,0,174.165.170.150,100,400,1,2024-11-13 13:33:44,R_6rdF5MJLgZEQhEo,,,,,47.8554,-121.971,anonymous,EN,1,55b6ed4afdf99b437183fa6f,2,5,35,90,48,100,"Since the Aeon co-pilot is probably meant to assist the driver and not to be fully autonomous, the person in the car would be responsible for the accident. They shouldn't look away and should be in control of the car so they can pay attention to what's happening on the road. ",1,2,4,3,2,,3,,51,2,,62,,,,Copilot
2024-11-13 13:26:10,2024-11-13 13:33:45,0,24.181.209.200,100,455,1,2024-11-13 13:33:46,R_1dr37bDhAeqiQgh,,,,,35.5055,-82.9912,anonymous,EN,1,6668f463733fabbce2acffec,2,5,73,90,81,71,I feel the Company holds some accountability but the sole responsibility is on the human.  They should have been paying attention.,1,2,4,6,2,,3,,55,3,,50,,,,Autopilot
2024-11-13 13:30:12,2024-11-13 13:33:46,0,47.38.245.95,100,214,1,2024-11-13 13:33:46,R_6dH9qCJxyyUE2ql,,,,,33.1452,-97.0699,anonymous,EN,1,5d9b866189c03c001540eff1,2,5,81,52,91,52,"I feel like the drive probably felt confident that the Copilot would help him in a situation like this and so they are responsible. If this scenario took place without the copilot on I think the human would 100% be at fault. ",1,2,4,4,2,,3,,34,4,,46,,,,Copilot
2024-11-13 13:25:08,2024-11-13 13:33:51,0,69.124.14.106,100,523,1,2024-11-13 13:33:52,R_11YKIipc6CMihpp,,,,,40.5795,-73.9889,anonymous,EN,1,65e889b054c9f640e1645a07,2,5,82,100,84,71,"human driver should always be responsible for the vehicle, any tech software can malfunction so the final judgement should always be responsible by the driver",1,2,4,2,2,,5,,27,4,,69,,,,Copilot
2024-11-13 13:30:57,2024-11-13 13:33:55,0,71.194.116.227,100,177,1,2024-11-13 13:33:55,R_5cUg3nYmN5JXCP0,,,,,41.3071,-88.1518,anonymous,EN,1,5dc47ddd034b45342d3b2e3a,2,5,0,100,0,100,"The human driver.  The human is ultimately responsible; it doesn't matter if there is tech or not. ",1,2,4,2,1,,3,,36,4,,51,,,,Copilot
2024-11-13 13:26:28,2024-11-13 13:33:57,0,216.165.95.133,100,449,1,2024-11-13 13:33:58,R_1EcqKed9Hmghr0m,,,,,40.7359,-73.9904,anonymous,EN,1,60fdf0b91890cd9299cebfdf,2,5,30,80,30,80,"The human is more liable because they are behind the wheel. Although autopilot is a feature im sure it doesn't give the human the right to not pay attention to the road. At the same time if I was driving, turned on the autopilot, and was paying attention at the same time I probably wouldve expected the autopilot to work and before I know it a similar result can work. the company puts the product out to the public, I assume, hoping that it functions at 100% and if this isn't the case then they should be at least a little liable",1,2,4,2,1,,1,,22,4,,60,,,,Autopilot
2024-11-13 13:30:24,2024-11-13 13:33:59,0,172.56.65.243,100,215,1,2024-11-13 13:34:00,R_7exI6xcmhJLH4dZ,,,,,33.8231,-84.3258,anonymous,EN,1,66fcb4019a3324429051348c,2,5,70,90,52,92,"The human driver is ultimately responsible as he is the controller of the vehicle. ",1,2,4,3,2,,3,,49,5,,19,,,,Copilot
2024-11-13 13:30:01,2024-11-13 13:34:00,0,172.56.16.118,100,238,1,2024-11-13 13:34:00,R_11eCgTs95K8AsrT,,,,,41.8825,-87.7185,anonymous,EN,1,60fcf8392a83ae1b971d1199,2,5,60,90,40,100,"I think the human driver is more responsible because they are in control. They are making the decisions to use the system. Technology can still fail, so it should not be used as a first option. It is there as a backup.",1,2,4,4,2,,3,,27,5,,20,,,,Copilot
2024-11-13 13:30:33,2024-11-13 13:34:04,0,173.59.35.81,100,210,1,2024-11-13 13:34:05,R_7kaWP7MMOnm8GCn,,,,,39.9792,-75.1279,anonymous,EN,1,668c8ffbae575baf6cad36f7,2,5,45,100,80,100,you should always keep your eyes on the road,1,2,4,4,1,,3,,43,4,,39,,,,Autopilot
2024-11-13 13:27:06,2024-11-13 13:34:14,0,45.30.236.110,100,428,1,2024-11-13 13:34:15,R_6HIhIuKW35bznqX,,,,,30.1471,-91.9612,anonymous,EN,1,6672df8331c7726d927583eb,2,5,50,65,74,59,I feel as if the company at adult and then the person driver second. The reason was that the company overlooked that there was a stop sign right there and did not program the autopilot on the track and the human should have been more aware.,1,2,4,4,1,,1,,24,2,,80,,,,Autopilot
2024-11-13 13:24:21,2024-11-13 13:34:22,0,98.59.125.253,100,601,1,2024-11-13 13:34:23,R_1waBXZcj6pAkcbT,,,,,44.7894,-93.6022,anonymous,EN,1,63ebda81350084a407936b16,2,5,8,92,9,92,"The human is more responsible because he shifted his attention from the road to his cell phone.  Common sense and many state laws tells us that phone use and driving are mutually exclusive.  Also, it is unreasonable to think  autopilot will never make a mistake.",1,2,4,1,2,,3,,74,4,,61,,,,Copilot
2024-11-13 13:25:16,2024-11-13 13:34:34,0,174.97.51.15,100,558,1,2024-11-13 13:34:34,R_5eaIgjlIh8U4hRi,,,,,39.7184,-82.6073,anonymous,EN,1,663f1b06f604d9297d8d9d17,2,5,71,39,71,40,"Aeon is supposed to be driving. While obviously only a copilot, it would depend on how they structure its abilities to the purchaser, which is why for now the company takes fault. ",1,2,4,4,1,,3,,22,3,,61,,,,Copilot
2024-11-13 13:30:57,2024-11-13 13:34:41,0,71.232.236.127,100,223,1,2024-11-13 13:34:41,R_1OSKWiGs4dFFJwb,,,,,43.0779,-71.2767,anonymous,EN,1,5ab42704ead3eb000151787d,2,5,0,100,0,100,"As a human, you are responsible for your car and controlling said car. Regardless of what the copilot does, it does not have human reaction time. ",1,2,4,2,2,,3,,39,3,,20,,,,Copilot
2024-11-13 13:30:55,2024-11-13 13:34:44,0,208.85.193.25,100,229,1,2024-11-13 13:34:45,R_7hbSTtGn4ACVLu3,,,,,42.6685,-83.0158,anonymous,EN,1,615eddb82c272bfc2abe6904,2,5,40,100,30,100,"The human driver is more liable, it is ultimately up to you as an individual to watch the road. ",1,2,4,5,1,,3,,30,4,,10,,,,Autopilot
2024-11-13 13:25:54,2024-11-13 13:34:47,0,172.56.249.54,100,532,1,2024-11-13 13:34:48,R_1V4KeEDw4jbxI3H,,,,,39.8291,-86.0859,anonymous,EN,1,56494d5b6902220012c4acb7,2,5,91,91,91,91,"The driver chose the AV, and should have known that it could possibly malfunction. Also, the driver looked away from the road, to the phone. 
The car is a machine, so can't be held liable for damages, etc.
The manufacturer of the vehicle has to bear some of the responsibility, since they would know that malfunctions are possible.",1,2,4,6,2,,3,,63,4,,10,,,,Autopilot
2024-11-13 13:27:05,2024-11-13 13:35:05,0,45.49.196.46,100,479,1,2024-11-13 13:35:06,R_1Q0ji4w7pwopJyq,,,,,33.9893,-118.089,anonymous,EN,1,670aef9d571b2ab2eb989d4f,2,5,100,100,0,100,All drivers have to be responsible and cautious. Any situation can usually be avoided and in this case you should not rely on a self driving car to do everything for you. You should still have your eyes on the road.,1,2,4,3,2,,3,,21,3,,54,,,,Autopilot
2024-11-13 13:30:42,2024-11-13 13:35:36,0,174.110.19.97,100,294,1,2024-11-13 13:35:37,R_5ndvMuESWtTlB38,,,,,35.0276,-78.9709,anonymous,EN,1,5d8e8f8815c909001675e233,2,5,13,89,13,87,"Because the Human has no mitigating circumstances around their decision to look at their phone while driving. Ultimately, the Human is the captain of the ship and responsible for everything it does.",1,2,4,2,1,,3,,48,4,,67,,,,Copilot
