StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,comp_1,comp_2,automation,firm_resp_1,human_resp_1,firm_liable_1,human_liable_1,reason,comp_3,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,label
2024-11-12 13:26:53,2024-11-12 13:30:01,0,174.212.39.196,100,188,1,2024-11-12 13:30:02,R_7fuNl1Gnlh5EdQ6,,,,,28.53,-81.4057,anonymous,EN,1,670c1ed75bc8fee7ce087d81,2,5,2,4,3,60,100,30,100,"I think the human driver is more liable for the accident. Although Aeon's technology assists in driving the car, the human being is still the one alert and who should be focusing on the road for their own safety or passenger's safety. Relying strictly on the technology is something I would never do. ",1,2,,3,,27,7,,22,,,,Full Self-Driving
2024-11-12 13:26:11,2024-11-12 13:30:16,0,204.113.154.35,100,245,1,2024-11-12 13:30:17,R_5Eh61F65egZT5Gh,,,,,40.5581,-111.9222,anonymous,EN,1,5bab925733ff970001e34e1e,2,5,2,4,6,86,41,85,41,"I think that too much trust in an AI car is dangerous, although if I was told it was self driving I would think I could check a text as opposed to when a human is driving and should not be on their phone for safety",1,2,,3,,46,1,,15,,,,Full Self-Driving
2024-11-12 13:19:16,2024-11-12 13:30:17,0,172.12.70.86,100,661,1,2024-11-12 13:30:18,R_7rM6cYhVenOhbOe,,,,,29.4187,-98.6882,anonymous,EN,1,64135dd9d2ef675b8e1799ef,2,5,2,4,5,63,94,60,91,"I think the human driver is more liable because even with the self driving system, they should be paying attention to the road incase the system fails, like it did.",1,1,,3,,32,4,,74,,,,Full Self-Driving
2024-11-12 13:24:27,2024-11-12 13:30:25,0,47.215.78.57,100,358,1,2024-11-12 13:30:26,R_3cwUx3A5RlfHB5f,,,,,39.7978,-94.8393,anonymous,EN,1,652809036a4ca0c161cda6e7,2,5,2,4,5,75,95,75,95,"The human is more liable because he is a conscious being who should be alert at all time when he is behind the wheel of a car.  Software can have glitches and malfunction which is something that the human should be aware of.  Also, Aeon probably has a disclaimer limiting its liability in these situations due to the points made above. ",1,2,,3,,55,4,,70,,,,Lane Sense
2024-11-12 13:24:13,2024-11-12 13:30:35,0,173.94.90.32,100,381,1,2024-11-12 13:30:35,R_5cGjg9GYeFFIdZ7,,,,,35.2107,-80.9719,anonymous,EN,1,5e654640e35c882c5f4f4fc2,2,5,2,4,6,40,60,50,50,"I believe the company is partially responsible because the system failed to recognize the stop sign, but ultimately the human driver takes most of the blame for not paying attention to the error and taking control before the accident. Systems always can malfunction which puts the responsibility to the owner to be alert at all times.",2,1,,2,,33,3,,60,,,,Full Self-Driving
2024-11-12 13:25:06,2024-11-12 13:30:58,0,69.120.2.16,100,351,1,2024-11-12 13:30:59,R_1E76RaxqYZsbBW1,,,,,40.8768,-73.3246,anonymous,EN,1,6705d42846ebef0640aafd6e,2,5,2,4,2,61,61,71,61,I lean toward Aeon being slightly more liable as the human driver had the Aeon Lane Sense actively switched on in his car so I would think that this would have given the human driver a security blanket of protection against this accident from occurring. Aeon Lane Sense should have alerted the human driver of the stop sign.,1,2,,3,,60,3,,75,,,,Lane Sense
2024-11-12 13:26:44,2024-11-12 13:30:59,0,73.154.65.20,100,254,1,2024-11-12 13:31:00,R_16hMu4XYtQZKtVL,,,,,40.4339,-79.9996,anonymous,EN,1,662e78f04fac8f09690ef409,2,5,2,4,5,60,85,95,85,"I think the human driver is more liable for the accident because even though the car is self-driving, I think that you cannot place blame on a car. Maybe place some blame with the company who made it but I think the human is the one behind the wheel who should be double checking the automatic cars driving.",1,2,,3,,29,4,,75,,,,Full Self-Driving
2024-11-12 13:26:06,2024-11-12 13:31:02,0,73.23.68.151,100,296,1,2024-11-12 13:31:02,R_7X7gDAgbf8EMpEZ,,,,,26.6067,-81.9507,anonymous,EN,1,5aebbea402d69a0001f1f487,2,5,2,4,6,61,41,62,41,"The company would be held liable only IF the company guaranteed the vehicle stopping.  The human driver is still culpable if this was not the case. ",2,2,,3,,53,4,,61,,,,Full Self-Driving
2024-11-12 13:14:06,2024-11-12 13:31:03,0,96.228.39.59,100,1017,1,2024-11-12 13:31:04,R_5nXkZP290uRlFap,,,,,37.6653,-77.5364,anonymous,EN,1,60e77b38d2cb04be1b06bd73,2,5,2,2,3,69,44,66,83,It is because its actual safety mechanisms aren't fully dependable.,2,2,,1,,22,4,,71,,,,Full Self-Driving
2024-11-12 13:28:57,2024-11-12 13:31:16,0,50.228.149.40,100,139,1,2024-11-12 13:31:16,R_3pGcZTFTk5Dfobs,,,,,40.7657,-73.9741,anonymous,EN,1,66438d2064e4abfff5abc4ec,2,5,2,4,6,54,93,88,82,The human driver is more liable because you should not trust a car to drive itself and be aware of all surroundings and potential dangers,1,2,,3,,34,4,,47,,,,Full Self-Driving
2024-11-12 13:28:32,2024-11-12 13:31:16,0,104.39.218.208,100,163,1,2024-11-12 13:31:16,R_52PUSKSCQAe3Buf,,,,,40.7957,-77.8618,anonymous,EN,1,66e5aedae393dd53fdfda61a,2,5,2,4,3,44,73,43,76,"The human driver. The lane sense system is supposed to help, not completely take over for you",1,1,,2,,19,1,,37,,,,Lane Sense
2024-11-12 13:28:24,2024-11-12 13:31:23,0,104.182.216.118,100,179,1,2024-11-12 13:31:24,R_3uyY5CBCxb1k8ch,,,,,33.6268,-117.8718,anonymous,EN,1,66c526623d35974fbf38a4ca,2,5,2,4,2,75,100,75,100,The human driver should not be checking text messages by looking at the phone while the car is in motion.,1,4,Transgender Female,3,,48,1,,30,,,,Lane Sense
2024-11-12 13:28:24,2024-11-12 13:31:28,0,172.58.180.160,100,184,1,2024-11-12 13:31:29,R_55zSkCJaJ6Ngcqv,,,,,32.8666,-96.9927,anonymous,EN,1,66ba7f33e1efdec6d80d2d27,2,5,1,4,6,0,100,0,100,The human erred by looking at his phone,1,3,,3,,25,3,,44,,,,Lane Sense
2024-11-12 13:25:50,2024-11-12 13:31:37,0,98.239.105.70,100,346,1,2024-11-12 13:31:37,R_3yXJ91vJF1y0w1j,,,,,38.4957,-121.5348,anonymous,EN,1,65af5ed2d9188f2482cd2901,2,5,2,4,4,8,100,10,100,"I think the driver is more liable because they chose to look at their phone while driving, which caused the accident.",1,2,,5,,30,5,,10,,,,Lane Sense
2024-11-12 13:28:36,2024-11-12 13:31:39,0,70.185.250.23,100,182,1,2024-11-12 13:31:39,R_3eqNc9DPikjstKG,,,,,36.0496,-95.8858,anonymous,EN,1,5f4d5dcac7c1d116643efed3,2,5,2,4,5,10,100,10,100,"The driver is ultimately at fault but I believe some of the blame falls on Aeon. They sold a product that didn't work as intended. ",1,1,,3,,29,1,,25,,,,Lane Sense
2024-11-12 13:29:03,2024-11-12 13:31:44,0,205.178.112.193,100,161,1,2024-11-12 13:31:44,R_65yV7XgdUBKkCUx,,,,,41.9409,-87.6532,anonymous,EN,1,6685820e1643171c04ebfb46,2,5,2,4,4,10,90,20,90,"I think the human is more liable because to my understanding, even self driving cars instruct drivers they must be vigilant at all times.",1,1,,3,,26,4,,25,,,,Lane Sense
2024-11-12 13:27:09,2024-11-12 13:31:46,0,172.58.251.192,100,277,1,2024-11-12 13:31:46,R_32JoxJP0g0Ljghu,,,,,35.2227,-80.7938,anonymous,EN,1,663114bcf4289f80fd9f7a4d,2,5,2,4,5,34,71,33,59,I think the human is to blame because the car still needed some level of control from the human,1,1,,1,,30,5,,74,,,,Full Self-Driving
2024-11-12 13:27:43,2024-11-12 13:32:04,0,172.56.11.250,100,260,1,2024-11-12 13:32:04,R_5VF2rbjrkemavrE,,,,,44.9534,-93.3842,anonymous,EN,1,65b51386e18537e4b2628143,2,5,2,4,5,97,37,88,70,"I think the company is more liable because they are selling their product as a self-driving car.  I took this to mean level 5, which does not rely on human monitoring. ",1,2,,5,,39,8,Associates Degree,69,,,,Full Self-Driving
2024-11-12 13:27:39,2024-11-12 13:32:07,0,75.220.110.62,100,268,1,2024-11-12 13:32:07,R_5Cevk5Q6zqPPwl5,,,,,25.8119,-80.2318,anonymous,EN,1,60ff4ae657afa082f414e718,2,5,2,4,3,16,82,18,82,the human driver looked at his phone,1,2,,4,,25,4,,36,,,,Lane Sense
2024-11-12 13:29:08,2024-11-12 13:32:15,0,184.190.186.157,100,187,1,2024-11-12 13:32:16,R_7pzFx9rrsL2p9W7,,,,,33.5339,-112.1722,anonymous,EN,1,5de30ab87292b632fe85729d,2,5,2,4,6,51,100,60,100,"I think the human is more liable because even if you have a self driving car, you should still be paying attention to make sure mistakes don't happen. Even computers can make mistakes, that's why humans should be able to intervene.",1,2,,3,,32,3,,61,,,,Full Self-Driving
2024-11-12 13:26:08,2024-11-12 13:32:16,0,174.100.21.50,100,367,1,2024-11-12 13:32:16,R_1Y4X6JFSuUGKpNR,,,,,41.0972,-81.4219,anonymous,EN,1,6670772508b70cea126b0ba2,2,5,2,4,4,92,20,93,10,"I believe the company is more liable because the man was using and trusting Aeon's system. ",1,2,,3,,34,3,,51,,,,Lane Sense
2024-11-12 13:28:22,2024-11-12 13:32:22,0,99.190.221.238,100,239,1,2024-11-12 13:32:22,R_3rwn7ucptxyTYHL,,,,,32.6539,-116.9773,anonymous,EN,1,60a89e4018424e53824f0658,2,5,2,4,6,75,71,67,70,Both the company and the human driver are responsible for the accident because the driver should have been paying attention to the road and the company should have tested the ability of its self driving software.,1,1,,2,,26,4,,60,,,,Full Self-Driving
2024-11-12 13:27:25,2024-11-12 13:32:40,0,72.205.247.103,100,315,1,2024-11-12 13:32:41,R_32cq28GUAb9p7hX,,,,,37.5544,-97.2586,anonymous,EN,1,660c2bb8527d1f703156abcb,2,5,2,4,6,40,60,60,51,I believe the human is probably at fault because he looked down at his phone.  You cannot rely 100% on a machine.,1,2,,3,,82,5,,10,,,,Full Self-Driving
2024-11-12 13:27:27,2024-11-12 13:32:44,0,138.88.172.112,100,317,1,2024-11-12 13:32:44,R_1E5EADlsDO6SJGn,,,,,38.5324,-76.9648,anonymous,EN,1,66c6433698ea92b7ef15182b,2,5,2,4,5,89,100,89,100,"Overall I think the driver of the car of more liable because he is ultimately responsible for paying attention to what he is doing, what is happening on the road, and ensuring he maintains control of the car.  The company bears some liable because they develop and sold technology claiming to assist drivers with safety related driving tasks.  Since their technology failed they do bear some responsibility because the point of having it is to help the driver in a situation like the one described where he might be distracted.",1,2,,3,,45,4,,31,,,,Lane Sense
2024-11-12 13:30:49,2024-11-12 13:32:48,0,72.69.169.221,100,118,1,2024-11-12 13:32:48,R_3s0MK3vxzP2gXFE,,,,,40.6851,-73.6396,anonymous,EN,1,6273e74790a5c7b39756a5bc,2,5,2,4,4,29,83,17,86,"I think it's the humans fault to believe that he won't get into accident and has full trust into the company. ",2,1,,3,,22,4,,67,,,,Lane Sense
2024-11-12 13:25:00,2024-11-12 13:32:49,0,45.47.142.111,100,469,1,2024-11-12 13:32:50,R_3e95FSCaY3EVwVm,,,,,43.0831,-73.7846,anonymous,EN,1,606e8e8337c79e219214af3b,2,5,2,4,4,53,92,53,97,"The human is more at fault due to being distracted by their phone. The car is partially to blame due to the auto features not working properly. ",2,1,,5,,33,5,,39,,,,Full Self-Driving
2024-11-12 13:30:03,2024-11-12 13:32:55,0,68.207.91.51,100,171,1,2024-11-12 13:32:55,R_55NquKBSnuZO13g,,,,,32.5908,-86.216,anonymous,EN,1,663e837545fc46faba11ed34,2,5,2,4,3,82,61,81,60,"i say its about 50/50 ",1,1,,3,,21,1,,70,,,,Lane Sense
2024-11-12 13:29:40,2024-11-12 13:32:59,0,107.122.189.23,100,198,1,2024-11-12 13:32:59,R_5PC12J4nYEIwtdY,,,,,40.7621,-73.9517,anonymous,EN,1,605ff0746397c26c436b88af,2,5,2,4,6,90,20,90,20,The company advertised the car to be full self driving and there was not any indication that it wasn’t capable of such feat,1,2,,2,,35,4,,40,,,,Full Self-Driving
2024-11-12 13:27:25,2024-11-12 13:33:05,0,47.157.156.45,100,340,1,2024-11-12 13:33:06,R_5Y3A5oY9gMTIxPz,,,,,34.2106,-118.8716,anonymous,EN,1,66df255fc0e34d721c9b5f1e,2,5,2,4,4,80,40,76,70,"Aeon is responsible, if you sell a product and promise that it can do a task then its your fault when something goes wrong. ",1,1,,3,,49,4,,90,,,,Lane Sense
2024-11-12 13:29:08,2024-11-12 13:33:06,0,66.110.245.138,100,237,1,2024-11-12 13:33:06,R_3fByTN8mcX04urf,,,,,36.002,-80.0004,anonymous,EN,1,650f06be0a0601d7d7a31e56,2,5,2,4,4,1,100,0,100,"Even though there is technology in the car to make the experience more enjoyable, it is still the responsibility of the driver to drive responsibly.",1,2,,1,,29,4,,43,,,,Lane Sense
2024-11-12 13:29:11,2024-11-12 13:33:07,0,75.85.77.108,100,236,1,2024-11-12 13:33:08,R_7dioBvbzxFLRpEi,,,,,21.3454,-158.0842,anonymous,EN,1,655fa6bf1cfd3bd5343e7778,2,5,2,4,5,85,75,80,70,"I think Aeon is slightly more liable for the accident because the human driving it thought they could rely on their self driving car. But in this case, the car wasn't fully reliable when the human was distracted for a moment which resulted, in the accident.",1,2,,2,,27,4,,65,,,,Full Self-Driving
2024-11-12 13:25:47,2024-11-12 13:33:15,0,97.180.27.149,100,447,1,2024-11-12 13:33:15,R_7WCPLQa0A76zBZP,,,,,34.0195,-84.3106,anonymous,EN,1,65c14eb17b368ee1ed773e03,2,5,2,4,2,100,70,94,100,I think both are just as liable because the driver should always keeps his eyes on the road because a change can happen in a blink of an eye on the road and you need to be able to act fast. If the Lane sense system was switched on and didn't catch the oncoming car and make the necessary adjustments to avoid hitting the car than they should be held responsible for a faulty system.,1,2,,1,,33,4,,75,,,,Lane Sense
2024-11-12 13:27:39,2024-11-12 13:33:20,0,66.68.10.75,100,340,1,2024-11-12 13:33:20,R_7rIJ4YyKQammMOS,,,,,30.5045,-97.8209,anonymous,EN,1,5df2f2ed4c81b2201c6c782e,2,5,2,4,6,100,90,100,90,The human driver bears responsibility for agreeing to use an automated program to transport himself knowing that accidents can happen and people can be injured or killed. The company bears full responsibility for causing an automobile accident since they claim to be fully in control meaning they believe they can use the system to evaluate any driving condition in which an accident could happen and that they could prevent any preventable condition.,1,2,,3,,74,4,,20,,,,Full Self-Driving
2024-11-12 13:27:42,2024-11-12 13:33:39,0,199.80.74.68,100,357,1,2024-11-12 13:33:40,R_1KA3tgZnHzUFMnD,,,,,30.0121,-90.1658,anonymous,EN,1,5bf311373a5bf00001401f64,2,5,2,4,4,100,0,100,0,"The level 4 vehicle commits to meeting the standard proposed. The company is responsible for its products meeting the specified expectations, in this case, the company's LaneSense technology should've monitored the environment.",1,1,,1,,38,1,,38,,,,Lane Sense
2024-11-12 13:30:26,2024-11-12 13:33:45,0,69.42.142.155,100,198,1,2024-11-12 13:33:45,R_7QElKsRDozxeDWX,,,,,42.2529,-73.791,anonymous,EN,1,5eb6b8ee9351615bd9d99fde,2,5,2,4,4,51,100,0,100,"aeon promised only lane assistance, not stop signs.",1,2,,3,,67,4,,14,,,,Lane Sense
2024-11-12 13:19:50,2024-11-12 13:33:56,0,24.93.248.4,100,846,1,2024-11-12 13:33:56,R_6UYDV3X7adzKGsj,,,,,39.5009,-85.1864,anonymous,EN,1,60bb04ed35e61c70030abac3,2,5,2,4,6,81,19,97,30,the driver is under the impression that the car would see the stop sign and stop.,1,1,,3,,45,1,,40,,,,Lane Sense
2024-11-12 13:30:06,2024-11-12 13:34:09,0,98.169.77.251,100,243,1,2024-11-12 13:34:10,R_6LZqXTFxY5crDBn,,,,,38.9258,-77.3939,anonymous,EN,1,5dd6d2d11228d9667276c3b7,2,5,2,4,6,50,50,60,50,"It seems like the system was turned on so there is some fault in the system, so it would be more the fault of the company than the person.",1,3,,7,,34,4,,10,,,,Full Self-Driving
2024-11-12 13:27:05,2024-11-12 13:34:21,0,67.175.111.32,100,436,1,2024-11-12 13:34:22,R_1zSnc78O2TGaNin,,,,,41.9704,-87.7036,anonymous,EN,1,595d0331d8bd8d000154e148,2,5,2,4,6,20,100,51,85,The human made the more egregiously careless error,1,1,,3,,40,5,,70,,,,Lane Sense
2024-11-12 13:14:31,2024-11-12 13:34:25,0,172.100.121.67,100,1193,1,2024-11-12 13:34:25,R_7DFS91u72Zo3GiW,,,,,42.6701,-73.7754,anonymous,EN,1,63d28c16ee369d19240edaef,2,5,2,4,6,100,100,100,100,"It would depend on the circumstances.  If the Company is claiming the car to be fully automated, technically it should be the Aeon's fault..However, the human driver chose to put his full trust in AI which he should not have because AI is a human invention and human inventions can never be perfect because humans aren't perfect.  Even if you're driving with a friend(human)  in the passenger seat, they would have warned you about the stop sign because more than likely, a human passenger is going to be looking out for your and his/her safey.  So relying totally on AI is still a risk not worth taking. In the end, I would have to say the human is still responsible. Aeon is also responsible for giving the Human driving a false sense of security but that would depend on what promises the Company made about the safety and reliability about their Automatic driving system.",1,2,,1,,51,3,,22,,,,Full Self-Driving
2024-11-12 13:29:42,2024-11-12 13:34:42,0,172.59.16.167,100,300,1,2024-11-12 13:34:43,R_1uQfL9yk0eVFwLN,,,,,18.25,-66.5,anonymous,EN,1,663e40045a25750e24268b32,2,5,2,1,3,100,100,100,100,"Humans always need to be alert in the driver seat even if they have AI attempting to drive the car, you always have to be prepared to override the system",1,1,,3,,37,4,,22,,,,Lane Sense
2024-11-12 13:31:12,2024-11-12 13:34:51,0,68.63.50.191,100,219,1,2024-11-12 13:34:52,R_1VkibOAfNXzvLYh,,,,,30.6483,-88.2297,anonymous,EN,1,6650fef8bfef3cc5981b43d4,2,5,2,4,6,100,31,100,30,Aeons software was not effective at doing its job.,1,1,,3,,23,4,,51,,,,Full Self-Driving
2024-11-12 13:30:41,2024-11-12 13:34:57,0,98.20.61.155,100,256,1,2024-11-12 13:34:58,R_7VflEh3Gle5E2I8,,,,,34.7687,-84.9799,anonymous,EN,1,5e668d33ffed4c410e662f8a,2,5,2,4,6,81,19,83,19,"The company is more liable because it's full self driving system failed to detect the stop sign. ",1,1,,3,,41,1,,65,,,,Full Self-Driving
2024-11-12 13:29:47,2024-11-12 13:35:07,0,134.22.138.169,100,319,1,2024-11-12 13:35:08,R_5GDBHlHLpL1wEoG,,,,,38.9792,-94.9686,anonymous,EN,1,66aea4d99c85f1f1d24e4e10,2,5,2,4,6,92,9,92,9,Aeon is responsible because the full service was turned on,1,2,,3,,70,3,,61,,,,Full Self-Driving
2024-11-12 13:26:47,2024-11-12 13:35:24,0,172.6.29.108,100,516,1,2024-11-12 13:35:24,R_3ZJQtWLltmbLVqF,,,,,31.5844,-90.4486,anonymous,EN,1,6557bcf605279f9c3e10c6cf,2,5,2,4,6,100,51,100,51,I  think Aeon is more liable for the accident because the switch was ON  for self driving,1,2,,1,,45,5,,50,,,,Full Self-Driving
2024-11-12 13:27:29,2024-11-12 13:35:24,0,162.193.63.118,100,475,1,2024-11-12 13:35:25,R_7BzIjUGpTfaHmvf,,,,,30.4216,-88.5232,anonymous,EN,1,655f8be726dab97e2e5de2a5,2,5,3,4,6,100,90,100,50,"I think the company is fully responsible for the accident that occurred, since the company advertised as a fully service driving car.",1,2,,1,,46,8,Associate's Degree,80,,,,Full Self-Driving
2024-11-12 13:28:13,2024-11-12 13:35:27,0,104.3.241.25,100,433,1,2024-11-12 13:35:27,R_5KvzDlERoxVmVXA,,,,,33.6268,-117.8718,anonymous,EN,1,668bf43d364922a38a908913,2,5,2,4,2,80,89,80,90,"I think the human is slightly more repsonsible for the accident as a human should always over see automatic driving. Technoloy is not always 100% reliable. ",1,2,,1,,56,6,,80,,,,Lane Sense
2024-11-12 13:28:35,2024-11-12 13:35:31,0,174.224.62.21,100,415,1,2024-11-12 13:35:32,R_1qyfCC6CJyJ0KF4,,,,,42.4681,-83.1882,anonymous,EN,1,5be750e4af5ae80001f0ce07,2,5,2,4,6,95,15,95,10,"I think that the company is more liable because the car is marketed as a full sell-driving system and my assumption is that it should not claim to be able to do this if it cannot, so the expectation that it will not run a stop sign is present and the failure is primarily the fault of the company. This is especially true if the driver has less direct control while the full self-driving system is switched on, which is not clear due to a lack of information about the options available to the driver in this situation.",1,4,Nonbinary,3,,38,3,,70,,,,Full Self-Driving
2024-11-12 13:31:29,2024-11-12 13:35:56,0,172.59.114.166,100,266,1,2024-11-12 13:35:56,R_1r0Bi0z78Uxkxs4,,,,,36.8919,-76.2325,anonymous,EN,1,65c58be606be5633a2a68984,2,5,2,4,6,30,70,50,50,"The human driver is more liable.  Just because a vehicle is ""self-driving"" doesn't mean that the human gives up all responsibility for control and judgment.  And reading texts during driving is distracted driving in Virginia and thus illegal.",1,2,,3,,66,6,,80,,,,Full Self-Driving
2024-11-12 13:34:09,2024-11-12 13:35:56,0,73.125.179.150,100,107,1,2024-11-12 13:35:57,R_1EBhvjmddZIgCQQ,,,,,26.0703,-80.2248,anonymous,EN,1,6643bf507974079c20ffd910,2,5,2,4,1,61,83,71,100,The human needs to know autonomous vehicles don't exist. You need to be aware at all times.,1,1,,7,,33,4,,59,,,,Lane Sense
2024-11-12 13:28:55,2024-11-12 13:36:00,0,24.99.204.183,100,425,1,2024-11-12 13:36:01,R_5iboOhyqO8eZRCr,,,,,33.7542,-84.2601,anonymous,EN,1,60bd3949b6f6d9c3453e8def,2,5,2,4,4,70,29,70,29,The human was suppose to select the mode the car was suppose to be driving.,2,2,,1,,52,3,,60,,,,Lane Sense
2024-11-12 13:33:25,2024-11-12 13:36:25,0,50.199.72.185,100,179,1,2024-11-12 13:36:25,R_1c8vn2rGguejaoh,,,,,40.0865,-74.9825,anonymous,EN,1,5f6aacb57829231956ac4fdc,2,5,2,4,1,8,99,3,98,Automated driving has to have human intervention; it is not foolproof. The human is liable.,1,1,,3,,36,4,,59,,,,Lane Sense
2024-11-12 13:31:42,2024-11-12 13:36:27,0,100.0.74.217,100,284,1,2024-11-12 13:36:28,R_7kgCjtuKDtm5WF1,,,,,42.8133,-70.8814,anonymous,EN,1,629aaa38fdfc8168501b930e,2,5,2,4,6,86,13,100,29,"It's hard to know without more information, but I feel that given the way the information about the car has been presented, it would've been reasonable for the driver to expect that the car should be able to recognize the stop sign and stop itself.",1,1,,3,,45,5,,28,,,,Full Self-Driving
2024-11-12 13:33:09,2024-11-12 13:36:29,0,50.29.215.201,100,200,1,2024-11-12 13:36:29,R_7D6zJGz9p5DlCJs,,,,,40.7762,-76.346,anonymous,EN,1,66199b3cd796398a2ba74e05,2,5,2,4,6,60,91,72,92,The human is still in the drivers seat in control of the vehicle,1,2,,3,,28,3,,85,,,,Lane Sense
2024-11-12 13:31:10,2024-11-12 13:36:31,0,73.140.225.167,100,321,1,2024-11-12 13:36:32,R_7RgwZNDBZTaTAjs,,,,,47.0213,-122.7774,anonymous,EN,1,66b7eb564619216a83b91f4a,2,5,2,4,6,100,50,100,70,"I think the company is more liable because they did claim that it is a full self-driving car. ",1,1,,2,,32,4,,80,,,,Full Self-Driving
2024-11-12 13:16:46,2024-11-12 13:36:43,0,68.203.194.116,100,1197,1,2024-11-12 13:36:43,R_1rHZqcWVuSneGKr,,,,,29.4614,-98.7468,anonymous,EN,1,64542858c348ef24892679d6,2,5,2,4,6,84,79,86,86,The human driver because most of our species drive recklessly.,1,1,,1,,27,3,,74,,,,Lane Sense
2024-11-12 13:29:41,2024-11-12 13:36:50,0,98.212.20.157,100,429,1,2024-11-12 13:36:51,R_1Vp8kBE319O3mU1,,,,,39.8304,-89.6498,anonymous,EN,1,5d44ea38d7d4b80015384976,2,5,2,4,5,100,0,100,0,"If the human was being shuttled by the car while in Full Self Driving mode, he should not have to direct the car what to do or how to do it. The car should know there is a stop sign.",1,2,,3,,67,3,,10,,,,Full Self-Driving
2024-11-12 13:34:00,2024-11-12 13:37:13,0,64.194.161.113,100,193,1,2024-11-12 13:37:14,R_7m1zuWkkl9iA6aw,,,,,40.1001,-123.795,anonymous,EN,1,66ca73749d6881cffa1920f5,2,5,2,4,4,0,100,0,100,"The human driver is more liable for the accident because ultimately a human in charge of a vehicle is going to be responsible. Also, my perception of ""lane sense"" does not lead me to believe it has functions to deal with stop signs.",1,2,,3,,35,3,,9,,,,Lane Sense
2024-11-12 13:32:12,2024-11-12 13:37:31,0,70.141.182.94,100,318,1,2024-11-12 13:37:31,R_1eJ2Z6gH47EVXqQ,,,,,29.8304,-95.3786,anonymous,EN,1,5fbd18be2b7651043385b705,2,5,2,4,4,72,49,69,40,The person was driving using the system. They were driving while trusting it would work. This is was led to the accident,1,1,,4,,30,4,,70,,,,Lane Sense
2024-11-12 13:32:26,2024-11-12 13:37:33,0,174.74.255.124,100,306,1,2024-11-12 13:37:33,R_7xIxwEUutr0H8J3,,,,,33.6861,-112.0007,anonymous,EN,1,66542feebc9052c5a9157a19,2,5,2,4,4,0,100,0,100,The human should be responsible of their car.,1,1,,5,,25,4,,23,,,,Lane Sense
2024-11-12 13:34:46,2024-11-12 13:37:35,0,66.116.4.179,100,168,1,2024-11-12 13:37:35,R_3Qsz9sHr167ixOz,,,,,39.12,-88.5434,anonymous,EN,1,6034f019bf26dfcde618e658,2,5,2,4,5,75,82,77,80,"Liability for the accident would depend on the specifics of the case, such as whether Aeon's technology was functioning properly or if the human driver failed to take control when required. If the autonomous system malfunctioned or made an error that the driver couldn't reasonably override, Aeon could be more liable. However, if the driver neglected their responsibility to supervise or intervene, they might bear more liability.",2,2,,3,,28,5,,79,,,,Lane Sense
2024-11-12 13:33:14,2024-11-12 13:37:38,0,73.104.176.203,100,263,1,2024-11-12 13:37:38,R_3qpyM5F7JXr5mqD,,,,,29.9919,-81.6782,anonymous,EN,1,66d66b8e044e8ec3d8f4244e,2,5,2,4,6,60,50,70,50,"The human is simply using the car for its intended purpose, Aeon should be held at least equally responsible for this reason.",1,1,,3,,31,1,,50,,,,Full Self-Driving
2024-11-12 13:34:40,2024-11-12 13:37:51,0,73.240.48.113,100,191,1,2024-11-12 13:37:51,R_3dFT49MJMnlNCUY,,,,,44.0683,-123.0763,anonymous,EN,1,66ef026cb7f6c2ae6ef6deb1,2,5,2,4,6,100,71,98,72,Aeon is more liable because self-driving mode was switched on,1,2,,3,,38,4,,80,,,,Full Self-Driving
2024-11-12 13:34:30,2024-11-12 13:38:10,0,172.59.170.214,100,220,1,2024-11-12 13:38:11,R_1CmdRkXjjLFLg2k,,,,,38.6799,-90.2987,anonymous,EN,1,5c8085851e4b2100180603a7,2,5,2,4,5,10,90,25,75,"I believe the human driver is more liable because they should have been paying attention regardless of what type of car they were driving or the technology it was equipped with, such is the law.",2,2,,3,,29,1,,65,,,,Lane Sense
2024-11-12 13:34:30,2024-11-12 13:38:35,0,47.203.6.224,100,245,1,2024-11-12 13:38:37,R_33314trwOHMFBoB,,,,,28.2365,-82.3289,anonymous,EN,1,5ea85e55bc06040c26f04cc4,2,5,2,4,2,0,100,0,100,"The driver of the car is responsible for the car and where it goes. ",1,1,,3,,45,3,,54,,,,Lane Sense
2024-11-12 13:33:54,2024-11-12 13:38:39,0,76.116.132.114,100,284,1,2024-11-12 13:38:40,R_6Vxc7yt5gTAyQn6,,,,,40.0146,-74.3113,anonymous,EN,1,66bebe02e300bb97421dc376,2,5,2,4,6,83,0,100,30,"Aeon has produced, advertised, and sold its car as an automated machine.  ",1,2,,3,,70,3,,65,,,,Full Self-Driving
2024-11-12 13:34:14,2024-11-12 13:38:45,0,24.187.47.231,100,270,1,2024-11-12 13:38:45,R_3uCdYXjCEjHmJZl,,,,,40.9451,-74.2531,anonymous,EN,1,6126c68385863fa349a80305,2,5,2,4,5,90,40,80,60,The Lane System program should be rigorously tested before even being allowed to be used by people.,1,1,,2,,23,3,,14,,,,Lane Sense
