StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,Q1,att_1,att_2,comp_1,comp_2,auto_1,auto_1_ad,ad_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,co_1_ad,ad_2,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-10-17 10:05:51,2023-10-17 10:10:04,0,100.10.31.234,100,253,1,2023-10-17 10:10:05,R_3kigpZ7OAlVtW3y,,,,,41.6925,-71.5705,anonymous,EN,1,5ccb779b2c4e1f00159333ea,2,2,2,4,,,,,,,,,,,3,1,75,25,75,50,"Aeon did not notice the stop sign. Assuming it was supposed to do so, it is mostly responsible.",1,1,,3,,55,4,,1,16,5ccb779b2c4e1f00159333ea
2023-10-17 10:05:28,2023-10-17 10:10:05,0,50.105.87.195,100,277,1,2023-10-17 10:10:05,R_3DcLyrTVVKn0ERE,,,,,44.9915,-84.1488,anonymous,EN,1,60b49cb1dc5470789edd23fe,2,2,2,4,4,,,100,88,100,58,"I think the human driver should be more liable because you cannot trust autopilot all the time. A person should never rely on and trust their vehicle is safe always. ",2,,,,,,,,,,2,,3,,32,1,,1,33,60b49cb1dc5470789edd23fe
2023-10-17 10:05:38,2023-10-17 10:10:08,0,72.208.13.9,100,269,1,2023-10-17 10:10:08,R_1EX25BAFamJ5Gey,,,,,33.4475,-112.0866,anonymous,EN,1,63fa47854a6eae0d497059e5,2,2,2,4,,,,,,,,,,4,,,51,60,50,100,"The human driver is always responsible, no matter the level of machine use.",1,2,,3,,35,4,,1,30,63fa47854a6eae0d497059e5
2023-10-17 10:07:59,2023-10-17 10:10:26,0,76.34.86.133,100,147,1,2023-10-17 10:10:27,R_1EgGWfarHI6uFP9,,,,,40.0181,-83.0117,anonymous,EN,1,63cf00b131641be92828a9a9,2,2,2,4,,,,,,,,,,2,,,86,85,90,100,"i think the human is most liable, as they should be paying attention to the road. i also think the company is very liable, as their program is faulty. ",1,1,,3,,19,1,,1,60,63cf00b131641be92828a9a9
2023-10-17 10:03:22,2023-10-17 10:10:42,0,69.250.50.182,100,439,1,2023-10-17 10:10:43,R_YYwdI4tiLe7Wh6F,,,,,39.3116,-77.7672,anonymous,EN,1,5ad6b454a9ea0500019a087a,2,2,2,4,,,,,,,,,,3,,,16,94,4,94,"The human driver is always liable because automated systems can always fail, and the human should be aware of his/her surroundings.",1,1,,3,,45,3,,1,66,5ad6b454a9ea0500019a087a
2023-10-17 10:07:32,2023-10-17 10:10:44,0,47.25.228.148,100,191,1,2023-10-17 10:10:45,R_1FtzMeR9sj9to1I,,,,,44.9241,-123.3248,anonymous,EN,1,56efdf27bb24eb000b8244da,2,2,2,4,,,,,,,,,,,2,1,50,80,50,80,"It depends on the claims and guarantees that are made by Aeon. The human is definitely liable for the accident, but depending on what Aeon has said about their vehicle they could also be liable. ",1,1,,3,,36,4,,1,25,56efdf27bb24eb000b8244da
2023-10-17 10:08:34,2023-10-17 10:10:53,0,50.228.79.222,100,138,1,2023-10-17 10:10:54,R_115ybtnt0Xqvr7E,,,,,47.9856,-122.2002,anonymous,EN,1,62959d1553cc14e98f4b8d78,2,2,2,4,,5,1,92,67,88,76,Because the auto pilot took control. The AI was responsible for accident because it didn't sense the sign,2,,,,,,,,,,1,,2,,27,5,,1,76,62959d1553cc14e98f4b8d78
2023-10-17 10:00:47,2023-10-17 10:11:02,0,74.66.243.144,100,615,1,2023-10-17 10:11:03,R_bsy82mb4DuQw2xX,,,,,40.7579,-73.9332,anonymous,EN,1,58472149000f1000010ebc53,2,2,2,4,,6,1,80,60,80,60,"They are both liable.  The autopilot failed to perform as it was supposed to, but the human also got distracted from the road.  I believe the company bears more responsibility in this case as it provided a false sense of security to the driver.",2,,,,,,,,,,1,,3,,47,4,,1,60,58472149000f1000010ebc53
2023-10-17 10:08:45,2023-10-17 10:11:13,0,159.118.71.217,100,147,1,2023-10-17 10:11:13,R_2tAtneniSiAOtJn,,,,,27.9084,-97.1497,anonymous,EN,1,5f90a9b6980885196a0d084d,2,2,2,4,,,,,,,,,,2,,,90,51,90,50,"If a human is going into this with the mindset the copilot will catch any mistakes, they will be more lenient with their own driving & ultimately of an unsafe mindset. The company is responsible for creating this unsafe mindset with misleading marketing.",1,4,nb,4,,24,3,,1,60,5f90a9b6980885196a0d084d
2023-10-17 10:07:55,2023-10-17 10:11:16,0,67.255.119.89,100,200,1,2023-10-17 10:11:17,R_3MzA8lrU3Njg0N1,,,,,42.3414,-77.3049,anonymous,EN,1,63b35e76636a57e9ca3ee861,2,2,2,4,5,,,92,64,100,60,The company is most responsible as they should never have entered into such a stupid venture as self-driving cars.  The human is also liable as they should be smart enough to do their own driving or take public transportation.,2,,,,,,,,,,2,,3,,58,3,,1,0,63b35e76636a57e9ca3ee861
2023-10-17 10:07:57,2023-10-17 10:11:24,0,96.245.185.14,100,207,1,2023-10-17 10:11:25,R_surznvWOh78TnwZ,,,,,40.0978,-75.6398,anonymous,EN,1,61bb396b40db417c1a138e43,2,2,2,4,,4,1,50,72,50,72,The driver is more responsible because they were looking away and not paying attention. They were negligent.,2,,,,,,,,,,2,,3,,50,4,,1,10,61bb396b40db417c1a138e43
2023-10-17 10:08:32,2023-10-17 10:11:31,0,45.51.0.125,100,179,1,2023-10-17 10:11:31,R_3NUS4IlOfBOcG6y,,,,,33.7873,-117.9231,anonymous,EN,1,5ededc7ab3595e17ef9533df,2,2,2,4,,,,,,,,,,4,,,9,92,19,96,"Because it is a copilot car and not fully capable of driving on its own, the driver must pay attention and keep their eyes on the road at all times.",1,1,,4,,36,4,,1,74,5ededc7ab3595e17ef9533df
2023-10-17 10:07:20,2023-10-17 10:11:34,0,47.161.49.111,100,253,1,2023-10-17 10:11:34,R_DeLnIeT0phhmzyV,,,,,32.9321,-97.2834,anonymous,EN,1,5bbb88c3a748360001944760,2,2,2,4,4,,,50,68,100,30,"The human is responsible for the accident because, no matter what, you should be paying attention to the road and not be distracted. However, the car is supposed to be abel to drive on it's own safely which it failed to do so ultimately it is the company's responsibility",2,,,,,,,,,,2,,5,,42,4,,1,39,5bbb88c3a748360001944760
2023-10-17 10:01:11,2023-10-17 10:11:34,0,73.44.26.192,100,623,1,2023-10-17 10:11:35,R_2Tq0t8XaxyHx5jI,,,,,41.8502,-87.6736,anonymous,EN,1,6519add4907624469d5f1635,2,2,2,4,,5,1,90,90,100,90,Even though the company designed the vehicle in most cases the human driver is liable because the driver was the one that put the vehicle in autopilot mode and its probably under some paper you signed before buying the vehicle that state we the company is not liable to what happen to you.,2,,,,,,,,,,1,,1,,20,1,,2,10,6519add4907624469d5f1635
2023-10-17 10:07:06,2023-10-17 10:11:44,0,97.106.192.51,100,278,1,2023-10-17 10:11:45,R_1rBPR7ubh7O3yZP,,,,,28.2365,-82.3289,anonymous,EN,1,63652b3ed1f35f8e04325845,2,2,2,4,4,,,100,100,100,100,"I think they would both be equally liable for the accident. They both failed to follow the safety rules. The human still has a responsibility to pay attention and the car failed to function as it should have. ",2,,,,,,,,,,1,,3,,45,5,,1,65,63652b3ed1f35f8e04325845
2023-10-17 10:02:20,2023-10-17 10:11:44,0,74.192.189.10,100,564,1,2023-10-17 10:11:45,R_yrRzzc2YCMXFNbH,,,,,32.8099,-98.1138,anonymous,EN,1,63d807630c4c634d732c19e8,2,2,2,4,,,,,,,,,,,4,1,91,72,91,72,The company mainly because they honor their cars but the human driver should have been alert too.,1,2,,3,,51,2,,1,20,63d807630c4c634d732c19e8
2023-10-17 10:06:35,2023-10-17 10:11:45,0,69.118.209.252,100,310,1,2023-10-17 10:11:46,R_2UhYmghn0PIUpKZ,,,,,40.9186,-73.8932,anonymous,EN,1,628d14b52b5bd1d83ed1f7d2,2,2,2,4,,6,1,60,40,10,100,I believe the human is more liable for the incident because they assumed responsibility of the car and it's features when they purchased it.,2,,,,,,,,,,2,,5,,36,2,,1,10,628d14b52b5bd1d83ed1f7d2
2023-10-17 10:04:46,2023-10-17 10:11:46,0,108.194.200.239,100,420,1,2023-10-17 10:11:47,R_1IZ6AsotuPsfHrp,,,,,29.4644,-90.6024,anonymous,EN,1,59f224ce40333e00017edfe8,2,2,2,4,,4,1,100,100,100,100,"I think both are responsible because even if it is autopilot, the person still has to pay attention.",2,,,,,,,,,,2,,3,,38,3,,1,40,59f224ce40333e00017edfe8
2023-10-17 10:08:42,2023-10-17 10:11:54,0,162.194.215.189,100,191,1,2023-10-17 10:11:54,R_PzKlbwgtRHqZYqJ,,,,,42.5039,-83.1823,anonymous,EN,1,61113a152dcfd89740a8dac7,2,2,2,4,,4,1,81,35,90,35,"The company, because it claims to be self-operating.",2,,,,,,,,,,2,,3,,28,4,,1,35,61113a152dcfd89740a8dac7
2023-10-17 10:05:20,2023-10-17 10:12:00,0,192.181.148.134,100,399,1,2023-10-17 10:12:01,R_1F53jCVVrYZPBR7,,,,,38.0052,-84.423,anonymous,EN,1,5f97d19f018e77000cc67d21,2,2,2,4,,,,,,,,,,,5,1,71,60,71,60,I think that the company is more liable because it is expected to react and take over if the human is not paying attention.,2,1,,5,,48,4,,2,36,5f97d19f018e77000cc67d21
2023-10-17 10:06:11,2023-10-17 10:12:02,0,47.135.184.249,100,350,1,2023-10-17 10:12:02,R_7Um7rHm3uLjpBPb,,,,,34.5251,-82.6307,anonymous,EN,1,5a1f27b8fe645f0001ea0c9e,2,2,2,4,,,,,,,,,,,2,1,60,100,50,100,"The human driver is more liable because although Aeon is automated, the person in the car should always be ready to over-ride the system in case of emergencies, etc. I wouldn't put ALL my trust in any automated vehicle. ",1,1,,1,,49,1,,1,55,5a1f27b8fe645f0001ea0c9e
2023-10-17 10:06:54,2023-10-17 10:12:15,0,100.2.74.195,100,320,1,2023-10-17 10:12:16,R_yZInnlABb7iTbzj,,,,,40.5948,-73.9715,anonymous,EN,1,6404132ea192589b51692c4a,2,2,2,4,,5,1,88,70,100,70,The company is more liable for the accident because the company made the car which didn't work properly.,2,,,,,,,,,,2,,2,,23,4,,2,0,6404132ea192589b51692c4a
2023-10-17 10:04:38,2023-10-17 10:12:16,0,68.205.111.184,100,457,1,2023-10-17 10:12:17,R_0vV56Qgz6BuPWgh,,,,,28.6529,-81.2106,anonymous,EN,1,60885dc6571926117732b41e,2,2,2,4,5,,,85,15,95,16,"The company, Aeon, is largely responsible for the accident, because by creating an auto-pilot function on the car that relieves the human driver the task of operating the car, the company offered itself up for liability. ",2,,,,,,,,,,1,,1,,49,5,,1,61,60885dc6571926117732b41e
2023-10-17 10:08:09,2023-10-17 10:12:17,0,73.34.54.170,100,248,1,2023-10-17 10:12:18,R_2X0UAQafMFgaoDY,,,,,39.7128,-105.0953,anonymous,EN,1,642b6547b732b663d7180d06,2,2,2,4,6,,,100,0,100,0,"By referring to the system as an AUTO pilot (not CO pilot), that leads me to believe the car is supposed to be 100% automated. If that is the design, then it would be the responsibility of the company that designed the car and system if it fails",2,,,,,,,,,,1,,3,,52,4,,1,65,642b6547b732b663d7180d06
2023-10-17 10:08:12,2023-10-17 10:12:20,0,76.159.182.0,100,248,1,2023-10-17 10:12:21,R_2s6cr8RhXY5XwR4,,,,,32.1943,-110.9767,anonymous,EN,1,631cd2d174d35f3489e933c4,2,2,2,4,5,,,100,100,100,100,Both are liable but the company is more liable for the accident because its sensors did not notice the stop sign which is an easy object to detect since its part of the infrastructure. Noticing stop signs is a critical component in vehicle autonomy and it should never miss it.,2,,,,,,,,,,1,,2,,29,5,,1,60,631cd2d174d35f3489e933c4
2023-10-17 10:09:05,2023-10-17 10:12:28,0,173.72.129.218,100,203,1,2023-10-17 10:12:29,R_3JeJCniidUTIYpz,,,,,38.3416,-77.4307,anonymous,EN,1,5e08bbbafeea891c97523e87,2,2,2,4,,,,,,,,,,,2,1,6,100,8,100,"The human driver has a tool to use in the Aeon Copilot system. He is still responsible for making sure the machine/tool functions correctly ",1,2,,3,,29,4,,1,12,5e08bbbafeea891c97523e87
2023-10-17 10:09:00,2023-10-17 10:12:46,0,74.140.182.240,100,226,1,2023-10-17 10:12:47,R_3KrTtDsZP05cmkG,,,,,39.4025,-84.522,anonymous,EN,1,63378180a7bc5bc3427e8db0,2,2,2,1,,,,,,,,,,3,,,10,64,40,63,"I didn't perceive that Aeon had an autonomous driving system but that it was only an aid to the human driver. In that case, it is ultimately the drivers responsibility for anything that happens.",1,1,,3,,70,4,,1,60,63378180a7bc5bc3427e8db0
2023-10-17 10:07:16,2023-10-17 10:12:51,0,73.161.247.123,100,334,1,2023-10-17 10:12:52,R_3kMn1R3eAFvRZr5,,,,,42.683,-83.388,anonymous,EN,1,58ac91c38bf22a00015b91b3,2,2,2,4,,,,,,,,,,,5,1,71,31,81,30,The ability to recognize a stop sign should be a basic function of the Copilot.  If it fails the whole system is questionable.,1,1,,3,,56,4,,1,51,58ac91c38bf22a00015b91b3
2023-10-17 10:06:47,2023-10-17 10:12:54,0,75.189.243.247,100,366,1,2023-10-17 10:12:55,R_264OIlaWZnpdQzz,,,,,36.2942,-80.3608,anonymous,EN,1,62f2b06c1e8c190434d92f3f,2,2,2,4,,,,,,,,,,,4,1,100,40,90,30,I think the company is because it sounds like a flaw in the car itself and that would be on the company that made it. I feel the human driver has some responsibility because he was looking at his phone but ultimately the car should have stopped if it was made correctly.,1,1,,3,,33,1,,1,20,62f2b06c1e8c190434d92f3f
2023-10-17 10:08:27,2023-10-17 10:12:54,0,108.30.198.71,100,266,1,2023-10-17 10:12:55,R_885RjongoHiuha1,,,,,40.7637,-73.7695,anonymous,EN,1,6510e41cd874f308f2a31e76,2,2,2,4,,,,,,,,,,4,,,70,60,71,60,"I think both are at fault. The company claims made the human feel safe enough to be distracted but the human should've also been careful because automation is still new. ",1,2,,2,,25,3,,1,73,6510e41cd874f308f2a31e76
2023-10-17 10:05:14,2023-10-17 10:13:09,0,68.60.142.38,100,475,1,2023-10-17 10:13:10,R_3oL6eUJ0xy7rg84,,,,,41.9409,-85.6328,anonymous,EN,1,643ebfff661435ecda5a3580,2,2,2,4,,5,1,100,50,100,50,If it is an electric car under the direction of the Autopilot than it is all their fault.  It didn't give us enough information to let us know who was in charge of the car.  I am assuming it was the Autopilot so it would be the car company's fault.,2,,,,,,,,,,2,,3,,67,3,,1,95,643ebfff661435ecda5a3580
2023-10-17 10:08:00,2023-10-17 10:13:10,0,174.72.199.234,100,309,1,2023-10-17 10:13:11,R_1GHaSf3RWXPQS8T,,,,,36.1724,-115.0677,anonymous,EN,1,5ef8e0fc2ce3c6644665e347,2,2,2,4,5,,,71,100,71,100,"The autopilot did have a lot of control over the driving, but the human driver is at fault for not being aware of his surroundings.",2,,,,,,,,,,1,,4,,27,3,,2,10,5ef8e0fc2ce3c6644665e347
2023-10-17 10:08:28,2023-10-17 10:13:13,0,12.177.130.3,100,284,1,2023-10-17 10:13:14,R_C2MjQxZS0wUHNiV,,,,,42.5836,-83.4989,anonymous,EN,1,645d518949b0639658176654,2,2,3,4,,3,1,82,33,82,39,I believe the company Aeon is liable for the car accident. Due to the fact that the car didn't notice the stop sign.,2,,,,,,,,,,1,,1,,27,3,,1,92,645d518949b0639658176654
2023-10-17 09:57:59,2023-10-17 10:13:14,0,40.142.169.246,100,915,1,2023-10-17 10:13:15,R_xABju7cwzO1E5BD,,,,,31.1823,-83.7641,anonymous,EN,1,60160f7fe4c5e278be505f72,2,2,2,4,,,,,,,,,,,5,1,25,75,40,60,"While I think the company and the driver share responsibility, the driver is more liable. As their actions and lack of attention caused injury to the other driver. I think the driver should cover the expense of making the other driver whole. If the driver/owner of the Aeon vehicle does not feel that Aeon lived up to its claims, they driver should seek compensation from Aeon.",1,4,Trans woman,3,,54,4,,1,30,60160f7fe4c5e278be505f72
2023-10-17 10:06:13,2023-10-17 10:13:14,0,172.250.114.42,100,421,1,2023-10-17 10:13:15,R_3M3QpaOocLwzIfv,,,,,33.9893,-118.089,anonymous,EN,1,5b975addbb32a6000182d3e2,2,2,1,4,,,,,,,,,,5,,,84,69,77,65,"The company that developed the autonomous system is responsible because the system didn't detect the car.  The human driver is responsible because he should have taken control and been paying attention. ",1,1,,4,,30,4,,1,34,5b975addbb32a6000182d3e2
2023-10-17 10:04:42,2023-10-17 10:13:26,0,76.192.155.182,100,524,1,2023-10-17 10:13:27,R_3Hk2sjO3I6946Eu,,,,,33.6934,-84.448,anonymous,EN,1,64d5067b6cbee9de481d773b,2,1,1,4,,,,,,,,,,4,,,70,50,100,0,"Aeon is mostly responsible for the accident because it should be able to recognize that there is a stop sign, and stop. The human could have avoided the accident if he was paying attention but he was not the pilot.",1,2,,1,,53,2,,1,60,64d5067b6cbee9de481d773b
2023-10-17 10:10:49,2023-10-17 10:13:32,0,73.234.119.164,100,163,1,2023-10-17 10:13:33,R_2R7yC675BZEq4q3,,,,,42.6219,-70.6762,anonymous,EN,1,5c5dce37fac6510001534800,2,2,2,4,,5,1,60,100,60,100,The human driver is 100% responsible in that they should have been fully engaged. If Aeon has made representations to the ability of it's system to recognize stop signs then it is also responsible,2,,,,,,,,,,2,,3,,51,4,,1,65,5c5dce37fac6510001534800
2023-10-17 10:09:07,2023-10-17 10:13:33,0,45.37.52.242,100,265,1,2023-10-17 10:13:34,R_3PZRFg3u9zgE17I,,,,,35.9825,-78.5376,anonymous,EN,1,609471590c51b81087087049,2,2,2,4,,4,1,10,100,10,100,"The human knows better than to text and drive. The human is in control ",3,,,,,,,,,,1,,3,,30,3,,1,55,609471590c51b81087087049
2023-10-17 10:10:16,2023-10-17 10:13:35,0,166.198.28.122,100,198,1,2023-10-17 10:13:35,R_O3doKs0PS8TPpWV,,,,,35.4662,-97.5168,anonymous,EN,1,5dd4c2f2390fb648f7baf4d2,2,2,2,4,,,,,,,,,,3,,,0,100,0,100,The human driver is more liable for the accident because they need to pay attention regardless,1,2,,3,,26,1,,2,10,5dd4c2f2390fb648f7baf4d2
2023-10-17 10:11:51,2023-10-17 10:13:52,0,63.160.189.129,100,120,1,2023-10-17 10:13:53,R_2YJomYPusExgLfE,,,,,38.7842,-77.3792,anonymous,EN,1,60ddc7abdf6661b9c294691f,2,2,2,2,3,,,51,51,51,51,good,2,,,,,,,,,,1,,3,,35,5,,1,51,60ddc7abdf6661b9c294691f
2023-10-17 10:09:31,2023-10-17 10:13:54,0,73.0.113.206,100,263,1,2023-10-17 10:13:55,R_2QVXxwZbXF6SrE9,,,,,26.1858,-80.24,anonymous,EN,1,59baa8d10ac77f0001f05218,2,2,2,4,,,,,,,,,,,4,1,19,91,8,92,The person should still be paying better attention to the road,1,1,,3,,38,4,,1,60,59baa8d10ac77f0001f05218
2023-10-17 10:06:51,2023-10-17 10:14:00,0,73.128.93.48,100,428,1,2023-10-17 10:14:01,R_20Z0S6LM3caL8fm,,,,,39.1723,-77.183,anonymous,EN,1,63d4a887e1ab7f8c5a4cc336,2,2,2,4,,,,,,,,,,4,,,10,91,10,92,"The human changed ""drivers"" he is responsible to be sure that t is done [properly and safely.",1,2,,3,,75,6,,1,60,63d4a887e1ab7f8c5a4cc336
2023-10-17 10:08:28,2023-10-17 10:14:00,0,174.60.220.122,100,332,1,2023-10-17 10:14:01,R_yyccJKPvgt3Mebf,,,,,39.9517,-76.7064,anonymous,EN,1,6406105bdb1a52c8a70b0dcc,2,2,2,4,,,,,,,,,,5,,,10,90,50,100,"The human driver should still very much monitor what the car is doing as they are driving. The company shares some fault as well given they advertise the car as autonomous. ",1,1,,4,,32,4,,1,60,6406105bdb1a52c8a70b0dcc
2023-10-17 10:07:51,2023-10-17 10:14:00,0,172.59.223.88,100,368,1,2023-10-17 10:14:01,R_3Etzv5OktVGCeeZ,,,,,35.2522,-80.8263,anonymous,EN,1,5a6b53f3e70ca900017ab75a,2,2,2,4,,,,,,,,,,,3,1,82,9,83,7,"Aeon chose a very poor notification system, causing the human to look down. PLUS the copilot system should have seen and stopped it.  The human was led to expect this by the car and the car did not perform as advertised",1,2,,3,,76,4,,1,30,5a6b53f3e70ca900017ab75a
2023-10-17 10:10:11,2023-10-17 10:14:02,0,99.163.126.105,100,231,1,2023-10-17 10:14:03,R_3qgGP04Yt34oj4w,,,,,36.3066,-86.6101,anonymous,EN,1,63d822d16297a8ce8e016e82,2,2,1,4,,,,,,,,,,,4,1,82,95,62,100,I believe the human is more responsible because they looked down at their phone without engaging co pilot mode.,2,1,,3,,39,3,,1,46,63d822d16297a8ce8e016e82
2023-10-17 10:09:28,2023-10-17 10:14:04,0,70.186.33.42,100,276,1,2023-10-17 10:14:05,R_299VVAvq6Adg9hh,,,,,32.2096,-110.9733,anonymous,EN,1,6102201d916cbe6d39df3b62,2,2,2,4,,,,,,,,,,,5,1,60,70,70,60,"I think they should split the costs of the accident as they are both somewhat liable. ",1,2,,4,,25,3,,1,60,6102201d916cbe6d39df3b62
2023-10-17 10:10:21,2023-10-17 10:14:11,0,174.25.130.76,100,229,1,2023-10-17 10:14:12,R_3OrHovpCaDH7x4D,,,,,40.5656,-89.6251,anonymous,EN,1,606609111ba10f35596db018,2,2,2,4,,,,,,,,,,4,,,0,100,0,100,"The human must program the vehicle for it to be autonomous. ",2,2,,3,,63,4,,1,50,606609111ba10f35596db018
2023-10-17 10:10:42,2023-10-17 10:14:15,0,97.119.140.118,100,213,1,2023-10-17 10:14:16,R_1BW4fHUvit1v3IZ,,,,,41.2884,-95.9972,anonymous,EN,1,634825ebf527096edf593db7,2,2,2,4,,6,1,83,18,79,18,"I think that the company is responsible because they boast such great autonomous driving. ",2,,,,,,,,,,1,,3,,23,3,,1,30,634825ebf527096edf593db7
2023-10-17 10:10:42,2023-10-17 10:14:18,0,172.56.15.130,100,216,1,2023-10-17 10:14:18,R_4MaCeY940cPuUAF,,,,,29.7756,-95.3082,anonymous,EN,1,6272c50e0f591ac1dc8c2e02,2,2,2,4,,,,,,,,,,4,,,10,90,30,70,"Ultimately, the human controls the vehicle and bears responsibility",1,2,,3,,45,4,,1,30,6272c50e0f591ac1dc8c2e02
2023-10-17 10:09:05,2023-10-17 10:14:26,0,98.54.179.227,100,320,1,2023-10-17 10:14:27,R_1mgfE6DcMatn0w2,,,,,35.1499,-90.0558,anonymous,EN,1,5afd043a56fe2c000168f7fe,2,2,2,4,,6,1,100,20,100,20,"I believe Aeon is much more liable for the accident, as it was their autopilot system that failed to notice the stop sign. Whether or not the man was paying attention, the autopilot system is clearly faulty.",2,,,,,,,,,,2,,3,,33,1,,1,40,5afd043a56fe2c000168f7fe
2023-10-17 10:12:42,2023-10-17 10:14:30,0,173.70.116.88,100,107,1,2023-10-17 10:14:30,R_z23x2ZvmAYjAm6B,,,,,40.9241,-74.514,anonymous,EN,1,6511d9eb45b1893702698a99,2,2,2,4,6,,,0,100,0,100,"human driver
",2,,,,,,,,,,1,,3,,18,1,,1,24,6511d9eb45b1893702698a99
2023-10-17 10:08:15,2023-10-17 10:14:33,0,47.202.109.11,100,378,1,2023-10-17 10:14:34,R_4TJ231pnMKkB6PT,,,,,28.3637,-82.6759,anonymous,EN,1,5c6ee20c0506a200015c4275,2,2,2,4,4,,,60,100,61,100,"There is some liabilty within the company and its auto pilot design features, but ultimately the person ""driving"" the car is the one that holds the majority of the responsibility as they are the last line of defense. ",2,,,,,,,,,,2,,3,,41,1,,1,0,5c6ee20c0506a200015c4275
2023-10-17 10:10:38,2023-10-17 10:14:41,0,98.114.173.228,100,243,1,2023-10-17 10:14:42,R_2ROdsmWxDLxyyEY,,,,,39.904,-75.5089,anonymous,EN,1,5e98ae20be425f0e61330c39,2,2,2,4,,3,1,35,78,31,81,"The human is more liable because he is the one who is ultimately in control. ",2,,,,,,,,,,1,,3,,43,4,,1,45,5e98ae20be425f0e61330c39
2023-10-17 10:11:21,2023-10-17 10:14:44,0,96.245.37.52,100,202,1,2023-10-17 10:14:44,R_1C3ypkC2H7yKYNA,,,,,39.867,-75.5928,anonymous,EN,1,5e9c8deb90dd470441c7f98e,2,1,2,4,6,,,97,7,96,8,The company should not sell a car that does not function perfectly on auto drive. If there is an accident the company is totally responsible,2,,,,,,,,,,2,,3,,66,5,,1,51,5e9c8deb90dd470441c7f98e
2023-10-17 10:12:27,2023-10-17 10:14:45,0,47.225.188.32,100,137,1,2023-10-17 10:14:46,R_3iKoFOFj72PV57i,,,,,43.1152,-85.5136,anonymous,EN,1,5ef4b8cf1f15df0ae9c7a706,2,2,2,4,,,,,,,,,,6,,,100,70,100,70,The company which proposes to be smarter should share more responsibility. Missing a stop sign is such a huge flaw for a AI driven car.,1,1,,2,,30,6,,1,50,5ef4b8cf1f15df0ae9c7a706
2023-10-17 10:11:45,2023-10-17 10:14:48,0,99.103.122.86,100,182,1,2023-10-17 10:14:48,R_2PqiFJ943q1DRoi,,,,,29.5422,-95.3212,anonymous,EN,1,5d3695969749cc00165c222f,2,2,2,4,,,,,,,,,,,4,1,0,100,0,100,The human driver is at fault because with co-pilot systems it is up to the driver to remain in control,1,1,,3,,28,3,,1,25,5d3695969749cc00165c222f
2023-10-17 10:09:56,2023-10-17 10:14:48,0,99.9.212.118,100,292,1,2023-10-17 10:14:49,R_10rdPUNzTvkrSTk,,,,,38.4426,-122.7547,anonymous,EN,1,5d4cfad0438eea001b5ddf90,2,2,1,4,,,,,,,,,,,4,1,70,81,71,81,They both hold some level of responsibility. The human operating the vehicle should still be paying attention to avoid these instances but the companies faulty equipment is also at fault.,1,2,,3,,29,3,,1,32,5d4cfad0438eea001b5ddf90
2023-10-17 10:00:22,2023-10-17 10:14:57,0,73.237.169.234,100,874,1,2023-10-17 10:14:57,R_1mpVQXnBJcvIh9v,,,,,33.7228,-83.9976,anonymous,EN,1,6476b68d90c09af88f39e1a5,2,2,2,4,5,,,80,60,81,70,"The Aeon company is responsible for the damages as the man had engaged the system and it failed.  The man relied on it working.  If he had been in sole charge of the car he would not have looked at phone,",2,,,,,,,,,,2,,3,,66,3,,1,70,6476b68d90c09af88f39e1a5
2023-10-17 10:12:08,2023-10-17 10:14:59,0,72.81.245.191,100,171,1,2023-10-17 10:15:00,R_88qx5ig7A3Fif4J,,,,,38.9512,-76.4944,anonymous,EN,1,5c0f1cf4f3027300014b606f,2,2,2,4,5,,,80,20,51,30,"The company has represented the product as capable of being an auto pilot, while the human should not have become distracted, the computer doesn't have such failings and should have taken the appropriate evasive maneuvers.",2,,,,,,,,,,1,,3,,41,7,,1,70,5c0f1cf4f3027300014b606f
2023-10-17 10:09:03,2023-10-17 10:15:02,0,75.87.230.250,100,359,1,2023-10-17 10:15:03,R_3rYwvnc8rWAzZjX,,,,,32.9761,-115.5291,anonymous,EN,1,6007776684975127676717c4,2,2,2,4,,5,1,90,16,100,55,Seems like Aeon is mainly culpable for this particular incident. Considering the person in the car switched over to Autopilot.,2,,,,,,,,,,1,,4,,30,3,,1,15,6007776684975127676717c4
2023-10-17 10:09:29,2023-10-17 10:15:02,0,12.16.28.250,100,333,1,2023-10-17 10:15:03,R_6yt8BxNlaDdjROV,,,,,35.2338,-97.4095,anonymous,EN,1,5cc7615f47a31a0001baec75,2,2,2,4,,,,,,,,,,4,,,0,100,0,100,"The human driver is at fault, because no matter what, you never look at your cellphone when behind the driver's wheel.",1,1,,3,,51,4,,1,40,5cc7615f47a31a0001baec75
