StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,auto_2,resp_software3_10,resp_human3_10,liab_soft3_1,liab_human3_1,liab_text3,comp_5,comp_6,co_2,resp_software4_10,resp_human4_10,liab_software4_1,liab_human4_1,liab_text4,comp_7,comp_8,norm_1_1,norm_1_2,norm_1_3,norm_1_4,norm_1_5,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,FL_12_DO,av_frame1_acc_DO,av_frame2_acc_DO,av_frame3_acc_DO,av_frame4_acc_DO
3/27/23 9:07,3/27/23 9:12,0,67.177.50.215,100,298,1,3/27/23 9:12,R_3Pjowor7CSC1S9C,,,,,40.6236,-111.9679,anonymous,EN,1,633d785ff76adb41addde965,2,2,2,2,,,,,,,,3,0,100,0,100,The human driver has to pay some atttention. End of story.,1,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,39,5,,1,51,633d785ff76adb41addde965,FL_36,,frame2_info3|liab_human2|resp_software2|liab_firm2|resp_human2|liab_text2,,
3/27/23 9:08,3/27/23 9:12,0,67.3.154.232,100,259,1,3/27/23 9:12,R_ZwqRoXEIM9QXTyx,,,,,41.2884,-95.9972,anonymous,EN,1,6411f12fd1f76eb5e189ad83,2,2,2,4,,,,,,,,,,,,,,,6,21,82,21,81,The human is completely responsible for monitoring their driving environment which includes stop signs and other vehicles so it would be the human's fault.,3,1,,,,,,,,,5,5,5,5,5,1,,3,,25,4,,1,40,6411f12fd1f76eb5e189ad83,FL_50,,,frame3_info3|frame3_info4|Q141|resp_software3|liab_soft3|liab_human3|resp_human3|liab_text3,
3/27/23 9:07,3/27/23 9:12,0,24.188.187.88,100,284,1,3/27/23 9:12,R_3P146ckgqxu8fGp,,,,,40.1243,-74.3022,anonymous,EN,1,5e8362d4e122360951978fc8,2,2,2,4,,,,,,,,,,,,,,,4,0,100,0,100,The human driver is more liable because the car requires both automated and human input while driving. The company is clearing itself of liability ahead of time. ,2,1,,,,,,,,,5,5,5,5,5,2,,3,,24,3,,1,80,5e8362d4e122360951978fc8,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|liab_human3|resp_human3|resp_software3|liab_text3,
3/27/23 9:08,3/27/23 9:12,0,71.69.172.138,100,261,1,3/27/23 9:12,R_2VjOffCDJGfK24m,,,,,35.7614,-78.6015,anonymous,EN,1,6352c60b4a9850783773f265,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,61,80,59,72,the human driver is more liable. He still has the responsibility to steer the car safely and pay attention to all traffic and signs,1,1,5,5,5,4,4,1,,1,,47,3,,2,28,6352c60b4a9850783773f265,FL_54,,,,frame4_info3|frame4_info4|Q148|liab_human4|resp_software4|liab_software4|resp_human4|liab_text4
3/27/23 9:08,3/27/23 9:12,0,108.206.197.160,100,256,1,3/27/23 9:12,R_1Fy6NbI73sF3xCK,,,,,41.792,-88.166,anonymous,EN,1,62a72538b3dfa4b9c6aae3ae,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,80,80,80,81,I think both Aeon and the human driver would be equally liable because the human driver should've been monitoring the environment instead of being on his phone and the Aeon Copilot should've decelerated properly as the car approached the stop sign. Both were responsible because both were not doing what they were supposed to be doing. ,1,1,5,5,5,5,5,2,,7,,24,4,,2,0,62a72538b3dfa4b9c6aae3ae,FL_54,,,,frame4_info3|frame4_info4|Q148|resp_human4|liab_human4|liab_software4|resp_software4|liab_text4
3/27/23 9:08,3/27/23 9:12,0,104.0.158.30,100,266,1,3/27/23 9:12,R_2hPn7Oy8OG5yqrf,,,,,39.7436,-86.1158,anonymous,EN,1,5898b6e256357700011c2c6b,2,2,1,4,3,0,100,30,99,the human driver is still in charge,3,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,65,7,,1,12,5898b6e256357700011c2c6b,FL_35,frame1_info3|resp_software1|resp_human1|liable_firm1|liable_human1|liab_text1,,,
3/27/23 9:07,3/27/23 9:12,0,98.23.15.180,100,326,1,3/27/23 9:12,R_1duIu2lwJzRN4nD,,,,,41.5743,-94.8585,anonymous,EN,1,5dd3e69efd5b283c6548d6f2,2,2,2,4,,,,,,,,,,,,,,,5,83,60,40,91,"If it can't see stop signs, and keeps taking out emergency vehicles it's not really ""autopilot"". Still, the driver should know this tech is still new, and mostly run by shady companies looking to cash in.",2,1,,,,,,,,,5,5,5,5,5,1,,3,,44,2,,1,22,5dd3e69efd5b283c6548d6f2,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|resp_human3|resp_software3|liab_human3|liab_text3,
3/27/23 9:08,3/27/23 9:12,0,162.83.165.15,100,243,1,3/27/23 9:12,R_1K2LWytcKnBFkzN,,,,,40.6221,-73.981,anonymous,EN,1,63fd0e8a8ab01eb947e048fc,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,54,65,55,65,I think the human driver is more liable because looking down on your phone while driving is dangerous regardless what the situation is.,2,1,4,5,5,5,4,1,,2,,31,5,,1,40,63fd0e8a8ab01eb947e048fc,FL_54,,,,frame4_info3|frame4_info4|Q148|liab_software4|liab_human4|resp_human4|resp_software4|liab_text4
3/27/23 9:08,3/27/23 9:12,0,73.219.0.64,100,287,1,3/27/23 9:12,R_2aP6DM3wQFTxole,,,,,44.8098,-73.0918,anonymous,EN,1,641856aedde0483939802302,2,1,2,4,5,70,70,60,60,I think they're equally culpable. The driver has a responsibility to know what's going on around him and the company has a responsibility to know that stop sign is there.,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,36,1,,1,25,641856aedde0483939802302,FL_35,frame1_info3|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,,,
3/27/23 9:08,3/27/23 9:12,0,70.44.180.30,100,274,1,3/27/23 9:12,R_DiyW4WVFMwNX1nP,,,,,41.4181,-76.0406,anonymous,EN,1,5a47b7be2f91ec0001dcbfee,2,2,2,4,6,100,73,90,61,I think the autopilot is most at fault for the accident. This is because it should be trained to notice stop signs.,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,,3,,37,1,,1,10,5a47b7be2f91ec0001dcbfee,FL_35,frame1_info3|liable_firm1|resp_human1|resp_software1|liable_human1|liab_text1,,,
3/27/23 9:08,3/27/23 9:12,0,152.3.43.53,100,275,1,3/27/23 9:12,R_1H7aZr3H84gJOMe,,,,,36.0251,-78.9217,anonymous,EN,1,5e4aa4c11e0136000af57a42,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,5,69,55,70,58,"I believe the company is more liable for the accident.The company's product is suppose to auto decelerate, and because it didn't when it came to a stop sign, it hurt someone. The driver is also a little responsible because he shouldn't have put full trust in his vehicle.",1,1,5,5,5,5,5,1,,3,,19,3,,1,21,5e4aa4c11e0136000af57a42,FL_54,,,,frame4_info3|frame4_info4|Q148|liab_software4|resp_software4|resp_human4|liab_human4|liab_text4
3/27/23 9:08,3/27/23 9:12,0,104.231.17.74,100,285,1,3/27/23 9:12,R_O0zGrFAp6JVpVyV,,,,,39.8065,-84.2699,anonymous,EN,1,5d9c67b131544d00101daef1,2,2,2,4,,,,,,,,3,55,75,51,53,I think the burden of responsibility is mainly on the human driver because of their own free will chose to have the Aeon copilot.,1,,,,,,,,,,,,,,,,,5,5,5,5,5,2,,3,,34,3,,1,51,5d9c67b131544d00101daef1,FL_36,,frame2_info3|liab_human2|resp_software2|resp_human2|liab_firm2|liab_text2,,
3/27/23 9:08,3/27/23 9:12,0,50.88.85.149,100,242,1,3/27/23 9:12,R_2pYbgwY3aPpCKlU,,,,,28.9107,-81.1957,anonymous,EN,1,5dc37cc0380a67285572a9b3,2,2,1,4,,,,,,,,,,,,,,,4,8,92,10,92,The human is liable. because the vehicle is not marketed as being able to anticipate the environment around it.,2,1,,,,,,,,,4,4,4,4,4,1,,3,,29,4,,1,65,5dc37cc0380a67285572a9b3,FL_50,,,frame3_info3|frame3_info4|Q141|liab_human3|liab_soft3|resp_human3|resp_software3|liab_text3,
3/27/23 9:07,3/27/23 9:12,0,174.197.197.35,100,344,1,3/27/23 9:12,R_1lrBYM0q6je2Apc,,,,,42.789,-73.9759,anonymous,EN,1,61664d58d18ca2325a81008e,2,2,2,1,,,,,,,,4,60,72,85,69,Aeon the company and the human driver are responsible because they both have a responsibility to control the vehicle and pay attention. ,1,,,,,,,,,,,,,,,,,5,5,5,5,5,2,,3,,28,4,,1,28,61664d58d18ca2325a81008e,FL_36,,frame2_info3|resp_human2|liab_firm2|liab_human2|resp_software2|liab_text2,,
3/27/23 9:07,3/27/23 9:12,0,68.191.107.199,100,322,1,3/27/23 9:12,R_3gO4lDe4umhau3P,,,,,34.5891,-86.9909,anonymous,EN,1,5f17821d53d8590009cfc951,2,2,2,4,,,,,,,,5,64,44,62,61,"I think the company is responsible since their program didn't notice, but the human could have overridden the software.",1,,,,,,,,,,,,,,,,,5,4,5,5,5,1,,3,,35,5,,1,29,5f17821d53d8590009cfc951,FL_36,,frame2_info3|resp_software2|resp_human2|liab_firm2|liab_human2|liab_text2,,
3/27/23 9:07,3/27/23 9:12,0,173.22.23.45,100,308,1,3/27/23 9:12,R_3DddiqWP3uf4R2j,,,,,31.5791,-84.2138,anonymous,EN,1,5dee72917309b950e5262f3a,2,2,2,4,,,,,,,,,,,,,,,5,10,95,10,90,"Given the level of automation in the vehicle, I assume that the man should have been aware that he had to maintain attention on the road at all times. Since he neglected to do this, I would say that the human driver is certainly the one at fault here.",2,1,,,,,,,,,5,5,5,5,5,1,,3,,28,4,,1,80,5dee72917309b950e5262f3a,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|liab_human3|resp_human3|resp_software3|liab_text3,
3/27/23 9:07,3/27/23 9:12,0,68.100.127.24,100,312,1,3/27/23 9:12,R_21ErYAzH5HG8vxL,,,,,38.7741,-77.2385,anonymous,EN,1,5a8d8079190420000156435d,2,2,2,4,,,,,,,,5,50,99,15,99,"without knowing more details on what level of assistance the driver was receiving from the AI, the blame falls on them.",2,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,38,4,,1,65,5a8d8079190420000156435d,FL_36,,frame2_info3|resp_human2|resp_software2|liab_human2|liab_firm2|liab_text2,,
3/27/23 9:07,3/27/23 9:12,0,99.83.58.226,100,328,1,3/27/23 9:12,R_2dRPgEoyKaxoUZX,,,,,37.8065,-85.4592,anonymous,EN,1,5eb080ccaf87d11143472477,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,4,89,75,65,71,The human driver deserves just a little more blame than Aeon because he looked down at his phone when he should not have.,2,1,5,5,5,5,5,2,,5,,25,2,,2,53,5eb080ccaf87d11143472477,FL_54,,,,frame4_info3|frame4_info4|Q148|liab_software4|resp_software4|resp_human4|liab_human4|liab_text4
3/27/23 9:07,3/27/23 9:13,0,64.121.112.152,100,300,1,3/27/23 9:13,R_2amXPLYUrYJWUNF,,,,,40.5995,-75.3763,anonymous,EN,1,61083a81b73e8f4168364565,2,1,2,4,,,,,,,,5,96,69,93,71,Aeon is responsible for the accident. It is responsible for the driving of the car and it missed a simple stop sign,1,,,,,,,,,,,,,,,,,5,5,5,5,5,2,,3,,32,4,,1,60,61083a81b73e8f4168364565,FL_36,,frame2_info3|liab_human2|liab_firm2|resp_software2|resp_human2|liab_text2,,
3/27/23 9:07,3/27/23 9:13,0,98.3.58.149,100,314,1,3/27/23 9:13,R_3jfJjcuc7Qs5VNx,,,,,42.9005,-78.5262,anonymous,EN,1,622f847b881caa647e7ce207,2,1,2,4,4,20,81,20,81,The human is more liable because the car should be under his control at all times.  He looked away from the road.,3,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,,3,,66,4,,1,70,622f847b881caa647e7ce207,FL_35,frame1_info3|liable_human1|liable_firm1|resp_software1|resp_human1|liab_text1,,,
3/27/23 9:08,3/27/23 9:13,0,98.183.30.193,100,288,1,3/27/23 9:13,R_dgkQu7oTO5L93Xz,,,,,30.4594,-87.2075,anonymous,EN,1,62f8f9a33bc7d6d2915ea840,2,2,2,4,,,,,,,,,,,,,,,6,15,90,20,85,"It seems to me that the owner of the vehicle would know that the Aeon Autopilot is only level 2 automation, meaning it does not monitor the environment.  This would mean that the autopilot cannot know there is a stop sign coming up, and thus it is the human's responsibility to notice the the stop sign, which is part of the environment. ",2,1,,,,,,,,,5,5,5,5,5,1,,3,,31,2,,1,35,62f8f9a33bc7d6d2915ea840,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|resp_human3|resp_software3|liab_human3|liab_text3,
3/27/23 9:07,3/27/23 9:13,0,23.245.208.133,100,355,1,3/27/23 9:13,R_1JWOt3bTejn8F5q,,,,,39.9072,-82.7553,anonymous,EN,1,6266d82c92b298e8f8878969,2,2,2,4,,,,,,,,5,60,80,80,90,"I believe the human is more responsible because as humans, we cannot be totally reliant on computers to do the things we are supposed to do. ",1,,,,,,,,,,,,,,,,,5,5,5,5,5,2,,3,,53,3,,1,25,6266d82c92b298e8f8878969,FL_36,,frame2_info3|resp_human2|liab_human2|resp_software2|liab_firm2|liab_text2,,
3/27/23 9:07,3/27/23 9:13,0,96.245.36.208,100,317,1,3/27/23 9:13,R_31a57wTLKf83OFX,,,,,40.2104,-74.8278,anonymous,EN,1,5f6b8930b9d9530b1b065360,2,2,2,4,,,,,,,,,,,,,,,5,29,75,34,64,I think at level 2 it is still the responsibility of the human driver.  The company can assist at this point but does not make final decisions,2,1,,,,,,,,,4,4,4,4,4,1,,3,,40,4,,1,34,5f6b8930b9d9530b1b065360,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|liab_human3|resp_human3|resp_software3|liab_text3,
3/27/23 9:07,3/27/23 9:13,0,24.56.61.8,100,307,1,3/27/23 9:13,R_1MSRHLKarYGz1rY,,,,,33.4294,-112.3896,anonymous,EN,1,63d81c0edc201a5e28a1f695,2,2,2,4,,,,,,,,4,80,40,70,30,"Aeon is more liable for the accident because while the human driver did look down, the copilot failed to detect the stop sign, which it should have been trained for before production.",1,,,,,,,,,,,,,,,,,5,4,5,4,4,1,,4,,19,1,,1,60,63d81c0edc201a5e28a1f695,FL_36,,frame2_info3|resp_human2|liab_human2|liab_firm2|resp_software2|liab_text2,,
3/27/23 9:08,3/27/23 9:13,0,174.246.198.131,100,288,1,3/27/23 9:13,R_pykq4fJKAJ3alsB,,,,,30.2304,-97.7243,anonymous,EN,1,61fa94df5719bc09cb835064,2,2,2,4,,,,,,,,2,10,100,10,100,"As the responsible party the human is at fault. The program is a co-pilot, and the human should be paying attention. Especially since the duty is supposed to be shared.",1,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,49,3,,1,50,61fa94df5719bc09cb835064,FL_36,,frame2_info3|resp_human2|liab_firm2|resp_software2|liab_human2|liab_text2,,
3/27/23 9:08,3/27/23 9:13,0,24.211.210.47,100,305,1,3/27/23 9:13,R_wQSqRJlRTZP6gM1,,,,,35.8287,-78.3112,anonymous,EN,1,5d7cefc73f9ae70018b400f1,2,2,2,4,,,,,,,,,,,,,,,5,13,71,30,88,"The human chose to look away to read a text, making them primarily at fault. However the company shares the blame because the autopilot failed to engage the brakes.",2,1,,,,,,,,,5,5,5,5,5,1,,3,,40,3,,1,36,5d7cefc73f9ae70018b400f1,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|resp_human3|liab_human3|resp_software3|liab_text3,
3/27/23 9:06,3/27/23 9:13,0,104.171.171.44,100,376,1,3/27/23 9:13,R_3pcjIgVWYovGA2f,,,,,39.0469,-77.4903,anonymous,EN,1,631f991a0a5b1611251a3ebe,2,2,1,4,1,76,82,83,84, liability is assigned to the driver if he was driving the autonomous vehicle. ,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4,1,,1,,30,4,,1,70,631f991a0a5b1611251a3ebe,FL_35,frame1_info3|liable_firm1|liable_human1|resp_human1|resp_software1|liab_text1,,,
3/27/23 9:07,3/27/23 9:13,0,156.99.44.197,100,331,1,3/27/23 9:13,R_2Sf3lKPPbc06r2X,,,,,44.9447,-93.0861,anonymous,EN,1,5fa17ddeabc188288bde81c8,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,5,0,100,0,100,"level 2 is very unclear as to what Aeon actually does, but clearly it does not monitor the environment.  Since level 2 is useless as an autonomous system, it is clearly the total responsibility of the driver for the environment.  Aeon has no responsibility in the accident and the responsibility for learning what Aeon does at level 2 is the responsibility of the driver.",1,1,5,5,5,5,5,1,,3,,61,4,,1,12,5fa17ddeabc188288bde81c8,FL_54,,,,frame4_info3|frame4_info4|Q148|liab_human4|resp_human4|resp_software4|liab_software4|liab_text4
3/27/23 9:06,3/27/23 9:13,0,24.17.159.162,100,375,1,3/27/23 9:13,R_dj4iCAXi5rATADn,,,,,48.799,-122.4499,anonymous,EN,1,6042794fe3c49714bee3e9cf,2,2,2,4,,,,,,,,,,,,,,,3,95,81,96,84,"They are both liable. However, since the AI was supposed to be monitoring the decelerating then the Aeon's autopilot was responsible.",2,1,,,,,,,,,5,5,5,5,5,2,,3,,71,4,,1,32,6042794fe3c49714bee3e9cf,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|resp_human3|liab_human3|resp_software3|liab_text3,
3/27/23 9:08,3/27/23 9:13,0,67.253.166.204,100,308,1,3/27/23 9:13,R_2BkSZrgUBoZHVZf,,,,,43.2912,-77.7894,anonymous,EN,1,5ea48ae3461d1044f2d282cc,2,2,2,4,,,,,,,,,,,,,,,6,0,100,0,100,"My opinion is for level 2 the AI is assisting,  but final say and responsibility is to the human. ",2,1,,,,,,,,,5,5,5,5,5,1,,3,,58,4,,1,30,5ea48ae3461d1044f2d282cc,FL_50,,,frame3_info3|frame3_info4|Q141|liab_human3|resp_human3|liab_soft3|resp_software3|liab_text3,
3/27/23 9:08,3/27/23 9:13,0,72.95.136.199,100,312,1,3/27/23 9:13,R_27xRwwjIkcvNB91,,,,,40.5672,-79.9708,anonymous,EN,1,62826c623ccb1473a22cc955,2,2,2,4,,,,,,,,6,84,15,86,13,The company made the program for automatic driving and is responsible for the safety of it.,1,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,50,4,,1,11,62826c623ccb1473a22cc955,FL_36,,frame2_info3|resp_software2|liab_human2|liab_firm2|resp_human2|liab_text2,,
3/27/23 9:08,3/27/23 9:13,0,104.231.97.46,100,317,1,3/27/23 9:13,R_OdvMutCiLF6kETL,,,,,41.6868,-81.3399,anonymous,EN,1,590208c89571f50001c666e3,2,2,2,4,,,,,,,,,,,,,,,4,35,100,20,100,The human driver is still liable because the car isn't fully automated and he was distracted.,2,1,,,,,,,,,5,5,5,5,5,1,,3,,35,4,,1,25,590208c89571f50001c666e3,FL_50,,,frame3_info3|frame3_info4|Q141|liab_soft3|resp_software3|resp_human3|liab_human3|liab_text3,
3/27/23 9:07,3/27/23 9:13,0,174.103.194.50,100,368,1,3/27/23 9:13,R_1In34IG4tzMSojK,,,,,44.4371,-88.0795,anonymous,EN,1,63d181019036d598f33bfe33,2,2,2,4,5,60,85,45,95,"Depending on the level of autonomy of the vehicle, I would say that no matter what, the driver should bare the majority of the liability for the accident.  However, if the driving system was designed to and legally allowed to handle the situation and failed, I would also find fault with the manufacturer.",2,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,1,,3,,32,4,,1,40,63d181019036d598f33bfe33,FL_35,frame1_info3|resp_software1|liable_firm1|resp_human1|liable_human1|liab_text1,,,
3/27/23 9:07,3/27/23 9:13,0,70.177.122.39,100,367,1,3/27/23 9:13,R_2CjJ1hm0qV0Rlcy,,,,,36.0432,-95.8072,anonymous,EN,1,6138f7e0ad42e592ca5f2024,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,51,100,49,88,the human and the company should be equally liable.,2,1,3,3,3,3,3,1,,1,,35,1,,1,6,6138f7e0ad42e592ca5f2024,FL_54,,,,frame4_info3|frame4_info4|Q148|resp_human4|liab_software4|resp_software4|liab_human4|liab_text4
3/27/23 9:07,3/27/23 9:13,0,47.40.134.139,100,374,1,3/27/23 9:13,R_esM3Ldu19IX06TD,,,,,42.8123,-86.1421,anonymous,EN,1,6172cf92f2ea6613f717abb6,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,0,100,0,100,The human is responsible for monitoring the environment around.,1,1,5,5,5,5,5,1,,3,,28,4,,1,100,6172cf92f2ea6613f717abb6,FL_54,,,,frame4_info3|frame4_info4|Q148|resp_software4|resp_human4|liab_software4|liab_human4|liab_text4
3/27/23 9:08,3/27/23 9:13,0,72.199.156.153,100,321,1,3/27/23 9:13,R_8vnaHAP0NXk2BR7,,,,,33.0562,-117.2688,anonymous,EN,1,57d0a0bee3221e00015fe385,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,0,100,0,100,"Level 2 automation doesn't monitor the environment, which I assume includes stop signs and other cars. so the driver is solely responsible.",1,1,5,5,5,5,5,1,,4,,38,3,,1,41,57d0a0bee3221e00015fe385,FL_54,,,,frame4_info3|frame4_info4|Q148|resp_human4|liab_human4|resp_software4|liab_software4|liab_text4
3/27/23 9:07,3/27/23 9:13,0,172.58.83.203,100,378,1,3/27/23 9:13,R_2RV0zfafkre1031,,,,,45.0636,-93.2985,anonymous,EN,1,5d3a2d1da46f450019cdf5d3,2,2,1,4,,,,,,,,4,60,81,71,71,"their both liable, human needs to pay attention, car should have took control the second he let go of wheel",1,,,,,,,,,,,,,,,,,5,1,5,5,5,1,,3,,61,2,,1,0,5d3a2d1da46f450019cdf5d3,FL_36,,frame2_info3|resp_software2|liab_firm2|resp_human2|liab_human2|liab_text2,,
3/27/23 9:11,3/27/23 9:13,0,98.55.72.157,100,144,1,3/27/23 9:13,R_2s4MuBDhzsAGsjP,,,,,39.5884,-105.0776,anonymous,EN,1,5f179bd584e8e802ef9c187d,2,2,2,4,5,15,91,20,94,I assume he was in control and did not release control before texting,3,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,4,1,,3,,50,4,,1,75,5f179bd584e8e802ef9c187d,FL_35,frame1_info3|liable_firm1|resp_software1|liable_human1|resp_human1|liab_text1,,,
3/27/23 9:06,3/27/23 9:13,0,73.236.255.58,100,389,1,3/27/23 9:13,R_3ix6xcOOJEBRP1R,,,,,40.1041,-80.6425,anonymous,EN,1,62b9c2f1e55fe9f17dfedc5d,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,5,62,70,61,71,They both are responsible for the accident. The person more that the company because at that level the human driver has more responsibility.,1,1,5,5,5,5,5,2,,1,,44,4,,2,19,62b9c2f1e55fe9f17dfedc5d,FL_54,,,,frame4_info3|frame4_info4|Q148|liab_human4|resp_human4|liab_software4|resp_software4|liab_text4
3/27/23 9:07,3/27/23 9:13,0,173.16.153.99,100,356,1,3/27/23 9:13,R_2rHF09ZFojWEfoe,,,,,32.041,-84.2162,anonymous,EN,1,5e46d70ab1f1c5000d96800d,2,2,2,4,4,51,76,51,83,The driver is in control I feel the Aeon is just there to assist,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,4,1,,1,,37,3,,1,21,5e46d70ab1f1c5000d96800d,FL_35,frame1_info3|liable_human1|resp_human1|resp_software1|liable_firm1|liab_text1,,,
3/27/23 9:08,3/27/23 9:13,0,47.200.16.137,100,305,1,3/27/23 9:13,R_1NaZyrgW2UUyAcG,,,,,28.0508,-82.4484,anonymous,EN,1,5fdd6ae284b3a9449c87a064,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,79,94,78,94,"The human driver is more liable for the accident. Although there is some automation involved, it is very little. The human driver has more control operating the machine compared to the AI since there's no full automation involved.",2,1,5,5,5,5,5,2,,2,,33,4,,1,25,5fdd6ae284b3a9449c87a064,FL_54,,,,frame4_info3|frame4_info4|Q148|resp_software4|liab_software4|resp_human4|liab_human4|liab_text4
3/27/23 9:07,3/27/23 9:13,0,104.173.200.179,100,338,1,3/27/23 9:13,R_25AzNZ8oogqeczj,,,,,34.0544,-118.244,anonymous,EN,1,600628028f2211980fd1632c,2,2,2,4,3,75,25,75,25,"I believe that Aeon is responsible, because their whole brand is based on the human not having to drive. I do agree that the human should always be paying attention, but the blame is on Aeon here for not following up on their promise.",2,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,29,4,,1,60,600628028f2211980fd1632c,FL_35,frame1_info3|liable_firm1|resp_software1|resp_human1|liable_human1|liab_text1,,,
3/27/23 9:07,3/27/23 9:13,0,76.169.194.159,100,359,1,3/27/23 9:13,R_u8SE8qXSIEy1N2F,,,,,33.8782,-117.9567,anonymous,EN,1,63614edb8ec467e6999ff831,2,2,2,4,,,,,,,,2,40,60,40,60,The operator of the car shall bear the ultimate responsibility of safely using the car.,2,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,2,,32,6,,1,20,63614edb8ec467e6999ff831,FL_36,,frame2_info3|resp_software2|liab_human2|liab_firm2|resp_human2|liab_text2,,
3/27/23 9:07,3/27/23 9:13,0,71.196.87.37,100,357,1,3/27/23 9:13,R_31uXkjI7mDCUSkG,,,,,26.615,-80.0757,anonymous,EN,1,610c940475aedaf9c70a190e,2,2,2,4,6,20,100,20,100,"The driver has to hold the ultimate responsibility.  It sounds nice to rely on the car, but it is, afterall, only a machine that can't replicate the human brain.",2,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,,3,,68,4,,1,0,610c940475aedaf9c70a190e,FL_35,frame1_info3|resp_human1|resp_software1|liable_firm1|liable_human1|liab_text1,,,
3/27/23 9:09,3/27/23 9:13,0,108.51.116.106,100,271,1,3/27/23 9:13,R_3KDUdYLDzFlR9b4,,,,,38.6759,-77.3157,anonymous,EN,1,6365593d8f35fcb8f68d982a,2,2,2,4,6,50,100,20,100,"The human is still the ""driver"" of the vehicle, they own the vehicle and regardless of who has controlling the vehicle they are responsible for what it does.",2,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,43,3,,1,30,6365593d8f35fcb8f68d982a,FL_35,frame1_info3|liable_firm1|liable_human1|resp_human1|resp_software1|liab_text1,,,
3/27/23 9:06,3/27/23 9:13,0,47.204.220.158,100,399,1,3/27/23 9:13,R_2YJQ5vAftMBfvQV,,,,,28.1355,-82.4605,anonymous,EN,1,56f9364e895094000c8f4967,2,2,2,4,5,34,74,74,70,in the end the human is ultimately responsible even if the vehicle caused the accident,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,,3,,39,4,,1,27,56f9364e895094000c8f4967,FL_35,frame1_info3|liable_human1|resp_human1|liable_firm1|resp_software1|liab_text1,,,
3/27/23 9:08,3/27/23 9:13,0,71.214.29.5,100,331,1,3/27/23 9:13,R_3JepiHoBvqMWaZ0,,,,,29.0107,-82.0355,anonymous,EN,1,570d22b35e5156000efd8bd5,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,4,0,100,0,100,The human was the one who had control and responsibility of montiering the driving environment,1,1,5,5,5,5,5,1,,3,,40,3,,1,90,570d22b35e5156000efd8bd5,FL_54,,,,frame4_info3|frame4_info4|Q148|liab_human4|liab_software4|resp_human4|resp_software4|liab_text4
