"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","brand","att_1","att_2","model","long","purchase","drive","acceleration_3","smooth_3","ease_3","issues_3","comp_1","comp_2","automation","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","ai_knowledge_1","aware","used","workerID","hitID","assignmentId","projectId"
"2024-11-18 08:07:30","2024-11-18 08:10:43","0","Anonymized","100","192","1","2024-11-18 08:10:44","R_39udciNECSLMu3M","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:07:43","2024-11-18 08:10:45","0","Anonymized","100","181","1","2024-11-18 08:10:45","R_1P6WPnDyEYnYNNa","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","2021","2","1","1","80","93","86","90","1","4","4","2","","2","","55","3","","56","2","2","","","",""
"2024-11-18 08:10:24","2024-11-18 08:11:29","0","Anonymized","100","64","1","2024-11-18 08:11:29","R_7EBdiRTbs7CJlqN","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:09:15","2024-11-18 08:11:36","0","Anonymized","100","140","1","2024-11-18 08:11:36","R_7tTKK3GkPLAogkp","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","2","2","100","90","60","20","2","4","5","4","Agender","5","","44","4","","60","2","2","","","",""
"2024-11-18 08:07:01","2024-11-18 08:12:43","0","Anonymized","100","342","1","2024-11-18 08:12:44","R_7NEaaGMtNmPgDy9","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","S","1","1","1","95","90","95","87","2","4","5","2","","1","","26","3","","87","2","2","","","",""
"2024-11-18 08:10:07","2024-11-18 08:14:15","0","Anonymized","100","248","1","2024-11-18 08:14:15","R_1wEu6DtxLCM11qc","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:05:23","2024-11-18 08:16:07","0","Anonymized","100","643","1","2024-11-18 08:16:08","R_6OVn8Fzbp0U8EY7","","","","","Anonymized","Anonymized","anonymous","EN","1","2,10","2","5","2021 Tesla Model Y","2","1","1","100","100","82","80","2","4","5","1","","1","","34","5","","40","2","2","","","",""
"2024-11-18 08:14:14","2024-11-18 08:16:45","0","Anonymized","100","150","1","2024-11-18 08:16:45","R_1rjhB5bhZr5R9Zs","","","","","Anonymized","Anonymized","anonymous","EN","1","2,4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:03:02","2024-11-18 08:17:01","0","Anonymized","100","839","1","2024-11-18 08:17:01","R_7v95leO0ZgDrHOb","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Tesla Model 3","2","1","1","77","84","68","76","1","4","4","1","","3","","33","4","","72","2","2","","","",""
"2024-11-18 08:15:13","2024-11-18 08:18:30","0","Anonymized","100","196","1","2024-11-18 08:18:30","R_3dE1k3v4aZOeNMa","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 07:56:20","2024-11-18 08:18:36","0","Anonymized","100","1335","1","2024-11-18 08:18:36","R_5c8v9FC2oGvrrdV","","","","","Anonymized","Anonymized","anonymous","EN","1","1,2,10","2","5","S","2","1","1","90","95","30","60","3","4","2","2","","4","","33","4","","85","2","3","","","",""
"2024-11-18 08:03:03","2024-11-18 08:19:05","0","Anonymized","100","961","1","2024-11-18 08:19:05","R_3Uh0pm3YCIcRUys","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","3","2","1","1","60","70","89","28","2","4","6","2","","1","","44","5","","68","2","3","","","",""
"2024-11-18 08:18:44","2024-11-18 08:19:20","0","Anonymized","100","35","1","2024-11-18 08:19:21","R_6M3trzUaR3nXTOy","","","","","Anonymized","Anonymized","anonymous","EN","1","1,2,4,6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:18:09","2024-11-18 08:19:27","0","Anonymized","100","77","1","2024-11-18 08:19:27","R_3pmoIYWPTRDTxgV","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:18:33","2024-11-18 08:20:26","0","Anonymized","100","112","1","2024-11-18 08:20:26","R_5VrfZfmAolzfVLP","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:17:04","2024-11-18 08:20:27","0","Anonymized","100","203","1","2024-11-18 08:20:27","R_3JRPCtzOAsFd4bo","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","1","1","1","88","84","76","81","2","2","5","1","","4","","27","5","","78","2","2","","","",""
"2024-11-18 08:20:19","2024-11-18 08:21:23","0","Anonymized","100","63","1","2024-11-18 08:21:23","R_1ZEoXCZhckoxIPp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:01:16","2024-11-18 08:21:51","0","Anonymized","100","1235","1","2024-11-18 08:21:52","R_3LAyxPKuq1JkX0l","","","","","Anonymized","Anonymized","anonymous","EN","1","1,3,10","2","5","3","1","1","1","95","98","40","20","3","4","2","1","","3","","26","4","","95","2","3","","","",""
"2024-11-18 08:21:52","2024-11-18 08:22:24","0","Anonymized","100","31","1","2024-11-18 08:22:24","R_5OOVDRw7bq8pPKR","","","","","Anonymized","Anonymized","anonymous","EN","1","1,4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:19:48","2024-11-18 08:22:36","0","Anonymized","100","168","1","2024-11-18 08:22:37","R_3kNj8DLCo0bmOm3","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:21:13","2024-11-18 08:24:16","0","Anonymized","100","183","1","2024-11-18 08:24:17","R_1kukWbDKQNdCxMV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:21:20","2024-11-18 08:24:18","0","Anonymized","100","178","1","2024-11-18 08:24:18","R_1LhXDnEClp7G1yY","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:14:09","2024-11-18 08:24:33","0","Anonymized","100","624","1","2024-11-18 08:24:33","R_6wbq8LPRL6f53jo","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","1","1","98","90","87","93","2","4","4","2","","3","","22","3","","78","2","2","","","",""
"2024-11-18 08:24:14","2024-11-18 08:24:40","0","Anonymized","100","26","1","2024-11-18 08:24:41","R_1JwwtqCMLxOlNzX","","","","","Anonymized","Anonymized","anonymous","EN","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:16:55","2024-11-18 08:24:43","0","Anonymized","100","468","1","2024-11-18 08:24:44","R_2ITlFZF82XCdQ6R","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","1","1","90","100","100","95","1","4","5","1","","1","","26","5","","75","2","2","","","",""
"2024-11-18 08:22:15","2024-11-18 08:24:47","0","Anonymized","100","151","1","2024-11-18 08:24:48","R_6QAn3PZshfWvNAd","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 07:58:35","2024-11-18 08:25:39","0","Anonymized","100","1623","1","2024-11-18 08:25:40","R_6pJopZPcUnwRn7c","","","","","Anonymized","Anonymized","anonymous","EN","1","1,6,10","2","5","X","1","1","1","99","99","60","55","3","4","6","1","","1","","31","4","","71","2","2","","","",""
"2024-11-18 08:24:11","2024-11-18 08:25:43","0","Anonymized","100","92","1","2024-11-18 08:25:44","R_5CELgB9kEtncxpt","","","","","Anonymized","Anonymized","anonymous","EN","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:20:35","2024-11-18 08:25:46","0","Anonymized","100","311","1","2024-11-18 08:25:47","R_1qULWPbdOJ8Bqsd","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model Y","2","1","1","100","99","100","100","2","4","6","2","","1","","27","5","","80","2","2","","","",""
"2024-11-18 08:22:47","2024-11-18 08:26:13","0","Anonymized","100","206","1","2024-11-18 08:26:14","R_1JEDzFlyRlkH5Sc","","","","","Anonymized","Anonymized","anonymous","EN","1","2,10","2","5","Model S","2","1","1","83","92","85","93","2","4","5","1","","3","","29","4","","70","2","2","","","",""
"2024-11-18 08:23:05","2024-11-18 08:26:17","0","Anonymized","100","191","1","2024-11-18 08:26:17","R_15AkEULcZpfR0hb","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","model 3","2","1","1","94","99","100","100","2","4","6","1","","3","","39","5","","21","2","2","","","",""
"2024-11-18 08:26:00","2024-11-18 08:26:44","0","Anonymized","100","43","1","2024-11-18 08:26:44","R_1iaz291J754onkZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:22:02","2024-11-18 08:26:49","0","Anonymized","100","287","1","2024-11-18 08:26:50","R_6FIkZdI6jlwudHf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:26:24","2024-11-18 08:27:11","0","Anonymized","100","47","1","2024-11-18 08:27:11","R_3dFYoPm0eWpHwsR","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:20:21","2024-11-18 08:27:37","0","Anonymized","100","436","1","2024-11-18 08:27:38","R_2wNVEwZ2Cw9ytPU","","","","","Anonymized","Anonymized","anonymous","EN","1","2,4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:12:50","2024-11-18 08:27:50","0","Anonymized","100","899","1","2024-11-18 08:27:50","R_5MFlhOFmpiYUyRI","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","1","1","78","76","70","70","2","4","2","2","","3","","51","6","","60","2","2","","","",""
"2024-11-18 08:25:46","2024-11-18 08:27:54","0","Anonymized","100","128","1","2024-11-18 08:27:54","R_7DT6NGagETed5uT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:25:15","2024-11-18 08:28:06","0","Anonymized","100","171","1","2024-11-18 08:28:06","R_3fCAQUZ8LSuGY4H","","","","","Anonymized","Anonymized","anonymous","EN","1","2,3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:23:49","2024-11-18 08:29:02","0","Anonymized","100","313","1","2024-11-18 08:29:03","R_72hyKx7xLbfKUpr","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","s","2","1","1","73","92","74","83","2","4","5","1","","3","","49","5","","63","2","2","","","",""
"2024-11-18 08:26:47","2024-11-18 08:29:19","0","Anonymized","100","152","1","2024-11-18 08:29:20","R_5B65VwJtJGl5Cyl","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model Y","2","1","1","90","100","86","86","2","4","4","2","","5","","27","5","","73","2","2","","","",""
"2024-11-18 08:28:03","2024-11-18 08:29:20","0","Anonymized","100","77","1","2024-11-18 08:29:21","R_3rptwbop9N8ylln","","","","","Anonymized","Anonymized","anonymous","EN","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:21:27","2024-11-18 08:29:44","0","Anonymized","100","496","1","2024-11-18 08:29:45","R_3nMY1UrkY1qE5Mi","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model Y","1","1","1","90","100","70","60","2","4","5","1","","3","","29","4","","80","2","2","","","",""
"2024-11-18 08:26:42","2024-11-18 08:29:49","0","Anonymized","100","186","1","2024-11-18 08:29:49","R_6tmjzlkcljBACRj","","","","","Anonymized","Anonymized","anonymous","EN","1","10,11","2","5","model 3","2","1","1","100","100","86","61","1","4","4","2","","3","","55","5","","50","2","2","","","",""
"2024-11-18 08:30:22","2024-11-18 08:31:14","0","Anonymized","100","52","1","2024-11-18 08:31:15","R_7jBN47wCd2ASSvs","","","","","Anonymized","Anonymized","anonymous","EN","1","1,4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:31:43","2024-11-18 08:32:13","0","Anonymized","100","29","1","2024-11-18 08:32:13","R_1jvm5GTaY60M6Tm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:24:36","2024-11-18 08:32:42","0","Anonymized","100","486","1","2024-11-18 08:32:43","R_1qmREhL232NM2Kc","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:31:33","2024-11-18 08:33:01","0","Anonymized","100","87","1","2024-11-18 08:33:01","R_1mOy9Y7UKBR0lRw","","","","","Anonymized","Anonymized","anonymous","EN","1","1,4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:30:40","2024-11-18 08:33:18","0","Anonymized","100","157","1","2024-11-18 08:33:18","R_3M6z0IIxl2p6BKb","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model Y","2","1","1","83","80","80","78","2","2","5","1","","1","","49","5","","81","2","2","","","",""
"2024-11-18 08:29:51","2024-11-18 08:33:21","0","Anonymized","100","210","1","2024-11-18 08:33:21","R_1zJj2WzoSfZkbrS","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model x","2","1","1","100","100","100","100","1","4","5","1","","1","","28","3","","90","2","2","","","",""
"2024-11-18 08:27:08","2024-11-18 08:34:07","0","Anonymized","100","419","1","2024-11-18 08:34:08","R_1g2AkeKG42m6Cci","","","","","Anonymized","Anonymized","anonymous","EN","1","2,10","2","5","MODEL 3","2","1","1","83","88","64","85","2","4","5","2","","3","","32","5","","71","2","2","","","",""
"2024-11-18 08:26:52","2024-11-18 08:34:32","0","Anonymized","100","460","1","2024-11-18 08:34:33","R_7rHtXt0Qp6cISxT","","","","","Anonymized","Anonymized","anonymous","EN","1","1,2,3,4,6,10","2","5","2021","2","1","1","67","73","69","70","2","4","4","2","","3","","35","5","","62","3","3","","","",""
"2024-11-18 08:28:42","2024-11-18 08:35:26","0","Anonymized","100","403","1","2024-11-18 08:35:26","R_6MN9zokO8jGOmD0","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","MODEL S","1","2","1","72","86","75","90","2","4","4","2","","1","","24","3","","55","2","2","","","",""
"2024-11-18 08:33:03","2024-11-18 08:36:03","0","Anonymized","100","180","1","2024-11-18 08:36:04","R_3qdAPefdVid2tfb","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model Y Performance","1","1","1","100","100","100","100","2","4","6","1","","4","","40","4","","85","2","2","","","",""
"2024-11-18 08:28:35","2024-11-18 08:36:57","0","Anonymized","100","501","1","2024-11-18 08:36:58","R_6CvrvAnD60s4rKo","","","","","Anonymized","Anonymized","anonymous","EN","1","1,2,3,4,6,10","2","5","2020","1","1","1","73","85","72","81","1","4","4","1","","3","","46","5","","75","2","3","","","",""
"2024-11-18 08:24:26","2024-11-18 08:37:16","0","Anonymized","100","769","1","2024-11-18 08:37:16","R_6En48RdqRfsdR8l","","","","","Anonymized","Anonymized","anonymous","EN","1","2,10","2","5","Tesla MODEL 3","2","1","1","100","100","100","3","2","4","1","2","","3","","38","5","","100","2","2","","","",""
"2024-11-18 08:31:32","2024-11-18 08:38:05","0","Anonymized","100","392","1","2024-11-18 08:38:06","R_7BfK7uDQCNWnuTt","","","","","Anonymized","Anonymized","anonymous","EN","1","1,2,4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:35:44","2024-11-18 08:38:26","0","Anonymized","100","161","1","2024-11-18 08:38:26","R_3s0Ra2tn5GnCbZq","","","","","Anonymized","Anonymized","anonymous","EN","1","3,10","2","5","model y","1","1","1","99","98","97","75","2","4","5","2","","3","","38","4","","53","2","2","","","",""
"2024-11-18 08:35:20","2024-11-18 08:38:42","0","Anonymized","100","202","1","2024-11-18 08:38:42","R_6SdAZEHM31hdAUi","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","3","4","1","1","90","82","100","58","3","4","4","1","","4","","42","4","","70","2","3","","","",""
"2024-11-18 08:38:44","2024-11-18 08:39:39","0","Anonymized","100","54","1","2024-11-18 08:39:40","R_3usOelMHSgJRyMO","","","","","Anonymized","Anonymized","anonymous","EN","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:39:08","2024-11-18 08:39:43","0","Anonymized","100","35","1","2024-11-18 08:39:44","R_1IXWU62iwmeT5b9","","","","","Anonymized","Anonymized","anonymous","EN","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:32:32","2024-11-18 08:39:44","0","Anonymized","100","431","1","2024-11-18 08:39:44","R_135kb7J1fL5SUUx","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model S","2","1","1","82","89","69","79","2","4","4","2","","1","","54","5","","61","2","2","","","",""
"2024-11-18 08:40:06","2024-11-18 08:40:47","0","Anonymized","100","40","1","2024-11-18 08:40:47","R_1L52fYD0KocYOzq","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:40:35","2024-11-18 08:40:59","0","Anonymized","100","24","1","2024-11-18 08:41:00","R_123m36khotOxzIs","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:39:42","2024-11-18 08:41:44","0","Anonymized","100","121","1","2024-11-18 08:41:44","R_66zx4pgfgogbxbX","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","model s","1","1","1","68","63","75","66","1","4","5","1","","2","","29","4","","70","2","2","","","",""
"2024-11-18 08:45:05","2024-11-18 08:45:30","0","Anonymized","100","24","1","2024-11-18 08:45:30","R_6wQNSuNY99jGK0Z","","","","","Anonymized","Anonymized","anonymous","EN","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:31:14","2024-11-18 08:46:19","0","Anonymized","100","904","1","2024-11-18 08:46:20","R_3HcUcltQNv0FBom","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","model 3","2","1","1","75","80","92","70","2","4","3","2","","3","","61","5","","70","2","3","","","",""
"2024-11-18 08:45:09","2024-11-18 08:49:11","0","Anonymized","100","241","1","2024-11-18 08:49:11","R_3cAPwUvXTCEkeZZ","","","","","Anonymized","Anonymized","anonymous","EN","1","1,10","2","5","Model Y","1","1","1","80","80","60","89","2","4","4","2","","1","","66","5","","71","2","2","","","",""
"2024-11-18 08:49:48","2024-11-18 08:50:44","0","Anonymized","100","56","1","2024-11-18 08:50:46","R_6imBmoSlEF4dQpG","","","","","Anonymized","Anonymized","anonymous","EN","1","3,4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:49:53","2024-11-18 08:51:02","0","Anonymized","100","68","1","2024-11-18 08:51:02","R_51JViQvqz0UY0Kd","","","","","Anonymized","Anonymized","anonymous","EN","1","10,11","1","5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:48:21","2024-11-18 08:52:06","0","Anonymized","100","225","1","2024-11-18 08:52:07","R_7yXxF4hCLYHaEOR","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Y","1","1","1","91","81","71","77","1","4","4","2","","2","","59","4","","38","2","3","","","",""
"2024-11-18 08:50:07","2024-11-18 08:52:07","0","Anonymized","100","120","1","2024-11-18 08:52:07","R_1L6g5M3GRhtTF2G","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:46:47","2024-11-18 08:52:30","0","Anonymized","100","342","1","2024-11-18 08:52:30","R_7N2KqEW7EwR8wli","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Y","1","1","1","81","82","75","73","2","4","2","2","","2","","52","4","","64","2","2","","","",""
"2024-11-18 08:48:58","2024-11-18 08:53:51","0","Anonymized","100","292","1","2024-11-18 08:53:51","R_5NKgpsrMRiIz0TB","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:54:59","2024-11-18 08:55:27","0","Anonymized","100","28","1","2024-11-18 08:55:28","R_36urn7uIbXfqp2N","","","","","Anonymized","Anonymized","anonymous","EN","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 08:51:43","2024-11-18 08:57:13","0","Anonymized","100","329","1","2024-11-18 08:57:13","R_7wylm7pY5PuTlTL","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model S","1","1","1","10","97","61","90","2","4","6","1","","4","","31","5","","89","2","2","","","",""
"2024-11-18 08:57:34","2024-11-18 09:01:23","0","Anonymized","100","228","1","2024-11-18 09:01:24","R_5zHLAsiFHQD37Aq","","","","","Anonymized","Anonymized","anonymous","EN","1","2,3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:08:47","2024-11-18 09:09:14","0","Anonymized","100","27","1","2024-11-18 09:09:15","R_7vaftQPWQp0Fnzz","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:09:07","2024-11-18 09:11:25","0","Anonymized","100","138","1","2024-11-18 09:11:25","R_6IY2WKKivuyhgDv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:11:12","2024-11-18 09:11:41","0","Anonymized","100","28","1","2024-11-18 09:11:41","R_5cpTWF4OtmTMEkd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:12:15","2024-11-18 09:12:40","0","Anonymized","100","25","1","2024-11-18 09:12:41","R_3dRIaNa2lBMfPyF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:12:15","2024-11-18 09:14:32","0","Anonymized","100","136","1","2024-11-18 09:14:32","R_7rPvhBOz1tetN4h","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","model X","2","2","1","63","68","68","61","2","4","6","2","","1","","36","5","","66","2","3","","","",""
"2024-11-18 09:16:58","2024-11-18 09:17:31","0","Anonymized","100","33","1","2024-11-18 09:17:32","R_7OCcMfRhFl2bzzE","","","","","Anonymized","Anonymized","anonymous","EN","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:07:39","2024-11-18 09:18:28","0","Anonymized","100","649","1","2024-11-18 09:18:29","R_1OOBqRbRYGvHjV3","","","","","Anonymized","Anonymized","anonymous","EN","1","1,2,10","2","5","model 3","1","1","1","99","100","71","76","2","4","6","1","","1","","22","5","","87","2","2","","","",""
"2024-11-18 09:18:57","2024-11-18 09:21:51","0","Anonymized","100","173","1","2024-11-18 09:21:51","R_5QtpScxHrN1HOG8","","","","","Anonymized","Anonymized","anonymous","EN","1","4,6,10","2","5","Model 3","2","1","1","68","100","71","63","1","4","2","2","","2","","31","5","","65","2","2","","","",""
"2024-11-18 09:25:31","2024-11-18 09:25:58","0","Anonymized","100","27","1","2024-11-18 09:25:59","R_36aIM4mzQTRExxu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:26:37","2024-11-18 09:27:15","0","Anonymized","100","38","1","2024-11-18 09:27:16","R_5ckexFGUj5YSqhe","","","","","Anonymized","Anonymized","anonymous","EN","1","2,3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:21:23","2024-11-18 09:27:57","0","Anonymized","100","393","1","2024-11-18 09:27:58","R_5Jz0VGNE707Y67u","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","1","1","100","100","93","92","2","4","4","1","","2","","43","4","","51","2","2","","","",""
"2024-11-18 09:28:37","2024-11-18 09:31:36","0","Anonymized","100","179","1","2024-11-18 09:31:37","R_1fwf4Km5nLu1GMz","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","3","2","1","1","100","100","100","100","2","4","2","1","","3","","60","3","","90","2","2","","","",""
"2024-11-18 09:31:02","2024-11-18 09:31:45","0","Anonymized","100","42","1","2024-11-18 09:31:46","R_35FSdVaPDqVsbOu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:33:09","2024-11-18 09:33:38","0","Anonymized","100","28","1","2024-11-18 09:33:38","R_3SGe8wcqZExa0pW","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:33:03","2024-11-18 09:35:43","0","Anonymized","100","160","1","2024-11-18 09:35:44","R_315GXOdESL4OV9L","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Y","2","1","1","93","94","88","82","2","4","5","2","","3","","32","4","","64","2","2","","","",""
"2024-11-18 09:34:25","2024-11-18 09:37:13","0","Anonymized","100","168","1","2024-11-18 09:37:14","R_32ykpVvz4dY4KN0","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","1","1","1","100","40","90","100","2","4","5","1","","3","","44","4","","80","2","2","","","",""
"2024-11-18 09:38:40","2024-11-18 09:39:10","0","Anonymized","100","30","1","2024-11-18 09:39:11","R_1LXyZlg8CgEkw8K","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:33:27","2024-11-18 09:39:27","0","Anonymized","100","359","1","2024-11-18 09:39:27","R_1SsSUwKs54FybWp","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Tesla Model Y","1","1","1","85","72","85","78","1","4","4","1","","3","","27","4","","71","3","2","","","",""
"2024-11-18 09:39:25","2024-11-18 09:41:59","0","Anonymized","100","154","1","2024-11-18 09:42:00","R_5hShqj0OAE2i7To","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:34:26","2024-11-18 09:43:12","0","Anonymized","100","525","1","2024-11-18 09:43:12","R_1F51RQGYAHcZrAf","","","","","Anonymized","Anonymized","anonymous","EN","1","10,11","2","5","3","1","1","1","100","100","100","80","1","4","2","1","","3","","50","5","","40","2","2","","","",""
"2024-11-18 09:32:01","2024-11-18 09:44:07","0","Anonymized","100","725","1","2024-11-18 09:44:08","R_3CyD9kKHX2VX1JG","","","","","Anonymized","Anonymized","anonymous","EN","1","2,10","2","5","model 3","1","1","1","93","91","71","82","2","4","2","1","","1","","23","4","","71","2","3","","","",""
"2024-11-18 09:44:05","2024-11-18 09:44:39","0","Anonymized","100","33","1","2024-11-18 09:44:39","R_7YLZC2DfLLQ6DZj","","","","","Anonymized","Anonymized","anonymous","EN","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
