"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","prolific_id","att_1","att_2","comp_1","comp_2","automation","firm_resp_1","human_resp_1","firm_liable_1","human_liable_1","reason","comp_3","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","ai_knowledge_1","workerID","hitID","assignmentId","label"
"2024-11-12 13:26:44","2024-11-12 13:30:59","0","Anonymized","100","254","1","2024-11-12 13:31:00","R_16hMu4XYtQZKtVL","","","","","Anonymized","Anonymized","anonymous","EN","1","662e78f04fac8f09690ef409","2","5","2","4","5","60","85","95","85","I think the human driver is more liable for the accident because even though the car is self-driving, I think that you cannot place blame on a car. Maybe place some blame with the company who made it but I think the human is the one behind the wheel who should be double checking the automatic cars driving.","1","2","","3","","29","4","","75","","","","Full Self-Driving"
"2024-11-12 13:26:06","2024-11-12 13:31:02","0","Anonymized","100","296","1","2024-11-12 13:31:02","R_7X7gDAgbf8EMpEZ","","","","","Anonymized","Anonymized","anonymous","EN","1","5aebbea402d69a0001f1f487","2","5","2","4","6","61","41","62","41","The company would be held liable only IF the company guaranteed the vehicle stopping.  The human driver is still culpable if this was not the case. ","2","2","","3","","53","4","","61","","","","Full Self-Driving"
"2024-11-12 13:14:06","2024-11-12 13:31:03","0","Anonymized","100","1017","1","2024-11-12 13:31:04","R_5nXkZP290uRlFap","","","","","Anonymized","Anonymized","anonymous","EN","1","60e77b38d2cb04be1b06bd73","2","5","2","2","3","69","44","66","83","It is because its actual safety mechanisms aren't fully dependable.","2","2","","1","","22","4","","71","","","","Full Self-Driving"
"2024-11-12 13:28:57","2024-11-12 13:31:16","0","Anonymized","100","139","1","2024-11-12 13:31:16","R_3pGcZTFTk5Dfobs","","","","","Anonymized","Anonymized","anonymous","EN","1","66438d2064e4abfff5abc4ec","2","5","2","4","6","54","93","88","82","The human driver is more liable because you should not trust a car to drive itself and be aware of all surroundings and potential dangers","1","2","","3","","34","4","","47","","","","Full Self-Driving"
"2024-11-12 13:28:32","2024-11-12 13:31:16","0","Anonymized","100","163","1","2024-11-12 13:31:16","R_52PUSKSCQAe3Buf","","","","","Anonymized","Anonymized","anonymous","EN","1","66e5aedae393dd53fdfda61a","2","5","2","4","3","44","73","43","76","The human driver. The lane sense system is supposed to help, not completely take over for you","1","1","","2","","19","1","","37","","","","Lane Sense"
"2024-11-12 13:28:24","2024-11-12 13:31:23","0","Anonymized","100","179","1","2024-11-12 13:31:24","R_3uyY5CBCxb1k8ch","","","","","Anonymized","Anonymized","anonymous","EN","1","66c526623d35974fbf38a4ca","2","5","2","4","2","75","100","75","100","The human driver should not be checking text messages by looking at the phone while the car is in motion.","1","4","Transgender Female","3","","48","1","","30","","","","Lane Sense"
"2024-11-12 13:28:24","2024-11-12 13:31:28","0","Anonymized","100","184","1","2024-11-12 13:31:29","R_55zSkCJaJ6Ngcqv","","","","","Anonymized","Anonymized","anonymous","EN","1","66ba7f33e1efdec6d80d2d27","2","5","1","4","6","0","100","0","100","The human erred by looking at his phone","1","3","","3","","25","3","","44","","","","Lane Sense"
"2024-11-12 13:25:50","2024-11-12 13:31:37","0","Anonymized","100","346","1","2024-11-12 13:31:37","R_3yXJ91vJF1y0w1j","","","","","Anonymized","Anonymized","anonymous","EN","1","65af5ed2d9188f2482cd2901","2","5","2","4","4","8","100","10","100","I think the driver is more liable because they chose to look at their phone while driving, which caused the accident.","1","2","","5","","30","5","","10","","","","Lane Sense"
"2024-11-12 13:28:36","2024-11-12 13:31:39","0","Anonymized","100","182","1","2024-11-12 13:31:39","R_3eqNc9DPikjstKG","","","","","Anonymized","Anonymized","anonymous","EN","1","5f4d5dcac7c1d116643efed3","2","5","2","4","5","10","100","10","100","The driver is ultimately at fault but I believe some of the blame falls on Aeon. They sold a product that didn't work as intended. ","1","1","","3","","29","1","","25","","","","Lane Sense"
"2024-11-12 13:29:03","2024-11-12 13:31:44","0","Anonymized","100","161","1","2024-11-12 13:31:44","R_65yV7XgdUBKkCUx","","","","","Anonymized","Anonymized","anonymous","EN","1","6685820e1643171c04ebfb46","2","5","2","4","4","10","90","20","90","I think the human is more liable because to my understanding, even self driving cars instruct drivers they must be vigilant at all times.","1","1","","3","","26","4","","25","","","","Lane Sense"
"2024-11-12 13:27:09","2024-11-12 13:31:46","0","Anonymized","100","277","1","2024-11-12 13:31:46","R_32JoxJP0g0Ljghu","","","","","Anonymized","Anonymized","anonymous","EN","1","663114bcf4289f80fd9f7a4d","2","5","2","4","5","34","71","33","59","I think the human is to blame because the car still needed some level of control from the human","1","1","","1","","30","5","","74","","","","Full Self-Driving"
"2024-11-12 13:27:43","2024-11-12 13:32:04","0","Anonymized","100","260","1","2024-11-12 13:32:04","R_5VF2rbjrkemavrE","","","","","Anonymized","Anonymized","anonymous","EN","1","65b51386e18537e4b2628143","2","5","2","4","5","97","37","88","70","I think the company is more liable because they are selling their product as a self-driving car.  I took this to mean level 5, which does not rely on human monitoring. ","1","2","","5","","39","8","Associates Degree","69","","","","Full Self-Driving"
"2024-11-12 13:27:39","2024-11-12 13:32:07","0","Anonymized","100","268","1","2024-11-12 13:32:07","R_5Cevk5Q6zqPPwl5","","","","","Anonymized","Anonymized","anonymous","EN","1","60ff4ae657afa082f414e718","2","5","2","4","3","16","82","18","82","the human driver looked at his phone","1","2","","4","","25","4","","36","","","","Lane Sense"
"2024-11-12 13:29:08","2024-11-12 13:32:15","0","Anonymized","100","187","1","2024-11-12 13:32:16","R_7pzFx9rrsL2p9W7","","","","","Anonymized","Anonymized","anonymous","EN","1","5de30ab87292b632fe85729d","2","5","2","4","6","51","100","60","100","I think the human is more liable because even if you have a self driving car, you should still be paying attention to make sure mistakes don't happen. Even computers can make mistakes, that's why humans should be able to intervene.","1","2","","3","","32","3","","61","","","","Full Self-Driving"
"2024-11-12 13:26:08","2024-11-12 13:32:16","0","Anonymized","100","367","1","2024-11-12 13:32:16","R_1Y4X6JFSuUGKpNR","","","","","Anonymized","Anonymized","anonymous","EN","1","6670772508b70cea126b0ba2","2","5","2","4","4","92","20","93","10","I believe the company is more liable because the man was using and trusting Aeon's system. ","1","2","","3","","34","3","","51","","","","Lane Sense"
"2024-11-12 13:28:22","2024-11-12 13:32:22","0","Anonymized","100","239","1","2024-11-12 13:32:22","R_3rwn7ucptxyTYHL","","","","","Anonymized","Anonymized","anonymous","EN","1","60a89e4018424e53824f0658","2","5","2","4","6","75","71","67","70","Both the company and the human driver are responsible for the accident because the driver should have been paying attention to the road and the company should have tested the ability of its self driving software.","1","1","","2","","26","4","","60","","","","Full Self-Driving"
"2024-11-12 13:27:25","2024-11-12 13:32:40","0","Anonymized","100","315","1","2024-11-12 13:32:41","R_32cq28GUAb9p7hX","","","","","Anonymized","Anonymized","anonymous","EN","1","660c2bb8527d1f703156abcb","2","5","2","4","6","40","60","60","51","I believe the human is probably at fault because he looked down at his phone.  You cannot rely 100% on a machine.","1","2","","3","","82","5","","10","","","","Full Self-Driving"
"2024-11-12 13:27:27","2024-11-12 13:32:44","0","Anonymized","100","317","1","2024-11-12 13:32:44","R_1E5EADlsDO6SJGn","","","","","Anonymized","Anonymized","anonymous","EN","1","66c6433698ea92b7ef15182b","2","5","2","4","5","89","100","89","100","Overall I think the driver of the car of more liable because he is ultimately responsible for paying attention to what he is doing, what is happening on the road, and ensuring he maintains control of the car.  The company bears some liable because they develop and sold technology claiming to assist drivers with safety related driving tasks.  Since their technology failed they do bear some responsibility because the point of having it is to help the driver in a situation like the one described where he might be distracted.","1","2","","3","","45","4","","31","","","","Lane Sense"
"2024-11-12 13:30:49","2024-11-12 13:32:48","0","Anonymized","100","118","1","2024-11-12 13:32:48","R_3s0MK3vxzP2gXFE","","","","","Anonymized","Anonymized","anonymous","EN","1","6273e74790a5c7b39756a5bc","2","5","2","4","4","29","83","17","86","I think it's the humans fault to believe that he won't get into accident and has full trust into the company. ","2","1","","3","","22","4","","67","","","","Lane Sense"
"2024-11-12 13:25:00","2024-11-12 13:32:49","0","Anonymized","100","469","1","2024-11-12 13:32:50","R_3e95FSCaY3EVwVm","","","","","Anonymized","Anonymized","anonymous","EN","1","606e8e8337c79e219214af3b","2","5","2","4","4","53","92","53","97","The human is more at fault due to being distracted by their phone. The car is partially to blame due to the auto features not working properly. ","2","1","","5","","33","5","","39","","","","Full Self-Driving"
"2024-11-12 13:30:03","2024-11-12 13:32:55","0","Anonymized","100","171","1","2024-11-12 13:32:55","R_55NquKBSnuZO13g","","","","","Anonymized","Anonymized","anonymous","EN","1","663e837545fc46faba11ed34","2","5","2","4","3","82","61","81","60","i say its about 50/50 ","1","1","","3","","21","1","","70","","","","Lane Sense"
"2024-11-12 13:29:40","2024-11-12 13:32:59","0","Anonymized","100","198","1","2024-11-12 13:32:59","R_5PC12J4nYEIwtdY","","","","","Anonymized","Anonymized","anonymous","EN","1","605ff0746397c26c436b88af","2","5","2","4","6","90","20","90","20","The company advertised the car to be full self driving and there was not any indication that it wasn’t capable of such feat","1","2","","2","","35","4","","40","","","","Full Self-Driving"
"2024-11-12 13:27:25","2024-11-12 13:33:05","0","Anonymized","100","340","1","2024-11-12 13:33:06","R_5Y3A5oY9gMTIxPz","","","","","Anonymized","Anonymized","anonymous","EN","1","66df255fc0e34d721c9b5f1e","2","5","2","4","4","80","40","76","70","Aeon is responsible, if you sell a product and promise that it can do a task then its your fault when something goes wrong. ","1","1","","3","","49","4","","90","","","","Lane Sense"
"2024-11-12 13:29:08","2024-11-12 13:33:06","0","Anonymized","100","237","1","2024-11-12 13:33:06","R_3fByTN8mcX04urf","","","","","Anonymized","Anonymized","anonymous","EN","1","650f06be0a0601d7d7a31e56","2","5","2","4","4","1","100","0","100","Even though there is technology in the car to make the experience more enjoyable, it is still the responsibility of the driver to drive responsibly.","1","2","","1","","29","4","","43","","","","Lane Sense"
"2024-11-12 13:29:11","2024-11-12 13:33:07","0","Anonymized","100","236","1","2024-11-12 13:33:08","R_7dioBvbzxFLRpEi","","","","","Anonymized","Anonymized","anonymous","EN","1","655fa6bf1cfd3bd5343e7778","2","5","2","4","5","85","75","80","70","I think Aeon is slightly more liable for the accident because the human driving it thought they could rely on their self driving car. But in this case, the car wasn't fully reliable when the human was distracted for a moment which resulted, in the accident.","1","2","","2","","27","4","","65","","","","Full Self-Driving"
"2024-11-12 13:25:47","2024-11-12 13:33:15","0","Anonymized","100","447","1","2024-11-12 13:33:15","R_7WCPLQa0A76zBZP","","","","","Anonymized","Anonymized","anonymous","EN","1","65c14eb17b368ee1ed773e03","2","5","2","4","2","100","70","94","100","I think both are just as liable because the driver should always keeps his eyes on the road because a change can happen in a blink of an eye on the road and you need to be able to act fast. If the Lane sense system was switched on and didn't catch the oncoming car and make the necessary adjustments to avoid hitting the car than they should be held responsible for a faulty system.","1","2","","1","","33","4","","75","","","","Lane Sense"
"2024-11-12 13:27:39","2024-11-12 13:33:20","0","Anonymized","100","340","1","2024-11-12 13:33:20","R_7rIJ4YyKQammMOS","","","","","Anonymized","Anonymized","anonymous","EN","1","5df2f2ed4c81b2201c6c782e","2","5","2","4","6","100","90","100","90","The human driver bears responsibility for agreeing to use an automated program to transport himself knowing that accidents can happen and people can be injured or killed. The company bears full responsibility for causing an automobile accident since they claim to be fully in control meaning they believe they can use the system to evaluate any driving condition in which an accident could happen and that they could prevent any preventable condition.","1","2","","3","","74","4","","20","","","","Full Self-Driving"
"2024-11-12 13:27:42","2024-11-12 13:33:39","0","Anonymized","100","357","1","2024-11-12 13:33:40","R_1KA3tgZnHzUFMnD","","","","","Anonymized","Anonymized","anonymous","EN","1","5bf311373a5bf00001401f64","2","5","2","4","4","100","0","100","0","The level 4 vehicle commits to meeting the standard proposed. The company is responsible for its products meeting the specified expectations, in this case, the company's LaneSense technology should've monitored the environment.","1","1","","1","","38","1","","38","","","","Lane Sense"
"2024-11-12 13:30:26","2024-11-12 13:33:45","0","Anonymized","100","198","1","2024-11-12 13:33:45","R_7QElKsRDozxeDWX","","","","","Anonymized","Anonymized","anonymous","EN","1","5eb6b8ee9351615bd9d99fde","2","5","2","4","4","51","100","0","100","aeon promised only lane assistance, not stop signs.","1","2","","3","","67","4","","14","","","","Lane Sense"
"2024-11-12 13:19:50","2024-11-12 13:33:56","0","Anonymized","100","846","1","2024-11-12 13:33:56","R_6UYDV3X7adzKGsj","","","","","Anonymized","Anonymized","anonymous","EN","1","60bb04ed35e61c70030abac3","2","5","2","4","6","81","19","97","30","the driver is under the impression that the car would see the stop sign and stop.","1","1","","3","","45","1","","40","","","","Lane Sense"
"2024-11-12 13:30:06","2024-11-12 13:34:09","0","Anonymized","100","243","1","2024-11-12 13:34:10","R_6LZqXTFxY5crDBn","","","","","Anonymized","Anonymized","anonymous","EN","1","5dd6d2d11228d9667276c3b7","2","5","2","4","6","50","50","60","50","It seems like the system was turned on so there is some fault in the system, so it would be more the fault of the company than the person.","1","3","","7","","34","4","","10","","","","Full Self-Driving"
"2024-11-12 13:27:05","2024-11-12 13:34:21","0","Anonymized","100","436","1","2024-11-12 13:34:22","R_1zSnc78O2TGaNin","","","","","Anonymized","Anonymized","anonymous","EN","1","595d0331d8bd8d000154e148","2","5","2","4","6","20","100","51","85","The human made the more egregiously careless error","1","1","","3","","40","5","","70","","","","Lane Sense"
"2024-11-12 13:14:31","2024-11-12 13:34:25","0","Anonymized","100","1193","1","2024-11-12 13:34:25","R_7DFS91u72Zo3GiW","","","","","Anonymized","Anonymized","anonymous","EN","1","63d28c16ee369d19240edaef","2","5","2","4","6","100","100","100","100","It would depend on the circumstances.  If the Company is claiming the car to be fully automated, technically it should be the Aeon's fault..However, the human driver chose to put his full trust in AI which he should not have because AI is a human invention and human inventions can never be perfect because humans aren't perfect.  Even if you're driving with a friend(human)  in the passenger seat, they would have warned you about the stop sign because more than likely, a human passenger is going to be looking out for your and his/her safey.  So relying totally on AI is still a risk not worth taking. In the end, I would have to say the human is still responsible. Aeon is also responsible for giving the Human driving a false sense of security but that would depend on what promises the Company made about the safety and reliability about their Automatic driving system.","1","2","","1","","51","3","","22","","","","Full Self-Driving"
"2024-11-12 13:29:42","2024-11-12 13:34:42","0","Anonymized","100","300","1","2024-11-12 13:34:43","R_1uQfL9yk0eVFwLN","","","","","Anonymized","Anonymized","anonymous","EN","1","663e40045a25750e24268b32","2","5","2","1","3","100","100","100","100","Humans always need to be alert in the driver seat even if they have AI attempting to drive the car, you always have to be prepared to override the system","1","1","","3","","37","4","","22","","","","Lane Sense"
"2024-11-12 13:31:12","2024-11-12 13:34:51","0","Anonymized","100","219","1","2024-11-12 13:34:52","R_1VkibOAfNXzvLYh","","","","","Anonymized","Anonymized","anonymous","EN","1","6650fef8bfef3cc5981b43d4","2","5","2","4","6","100","31","100","30","Aeons software was not effective at doing its job.","1","1","","3","","23","4","","51","","","","Full Self-Driving"
"2024-11-12 13:30:41","2024-11-12 13:34:57","0","Anonymized","100","256","1","2024-11-12 13:34:58","R_7VflEh3Gle5E2I8","","","","","Anonymized","Anonymized","anonymous","EN","1","5e668d33ffed4c410e662f8a","2","5","2","4","6","81","19","83","19","The company is more liable because it's full self driving system failed to detect the stop sign. ","1","1","","3","","41","1","","65","","","","Full Self-Driving"
"2024-11-12 13:29:47","2024-11-12 13:35:07","0","Anonymized","100","319","1","2024-11-12 13:35:08","R_5GDBHlHLpL1wEoG","","","","","Anonymized","Anonymized","anonymous","EN","1","66aea4d99c85f1f1d24e4e10","2","5","2","4","6","92","9","92","9","Aeon is responsible because the full service was turned on","1","2","","3","","70","3","","61","","","","Full Self-Driving"
"2024-11-12 13:26:47","2024-11-12 13:35:24","0","Anonymized","100","516","1","2024-11-12 13:35:24","R_3ZJQtWLltmbLVqF","","","","","Anonymized","Anonymized","anonymous","EN","1","6557bcf605279f9c3e10c6cf","2","5","2","4","6","100","51","100","51","I  think Aeon is more liable for the accident because the switch was ON  for self driving","1","2","","1","","45","5","","50","","","","Full Self-Driving"
"2024-11-12 13:27:29","2024-11-12 13:35:24","0","Anonymized","100","475","1","2024-11-12 13:35:25","R_7BzIjUGpTfaHmvf","","","","","Anonymized","Anonymized","anonymous","EN","1","655f8be726dab97e2e5de2a5","2","5","3","4","6","100","90","100","50","I think the company is fully responsible for the accident that occurred, since the company advertised as a fully service driving car.","1","2","","1","","46","8","Associate's Degree","80","","","","Full Self-Driving"
"2024-11-12 13:28:13","2024-11-12 13:35:27","0","Anonymized","100","433","1","2024-11-12 13:35:27","R_5KvzDlERoxVmVXA","","","","","Anonymized","Anonymized","anonymous","EN","1","668bf43d364922a38a908913","2","5","2","4","2","80","89","80","90","I think the human is slightly more repsonsible for the accident as a human should always over see automatic driving. Technoloy is not always 100% reliable. ","1","2","","1","","56","6","","80","","","","Lane Sense"
"2024-11-12 13:28:35","2024-11-12 13:35:31","0","Anonymized","100","415","1","2024-11-12 13:35:32","R_1qyfCC6CJyJ0KF4","","","","","Anonymized","Anonymized","anonymous","EN","1","5be750e4af5ae80001f0ce07","2","5","2","4","6","95","15","95","10","I think that the company is more liable because the car is marketed as a full sell-driving system and my assumption is that it should not claim to be able to do this if it cannot, so the expectation that it will not run a stop sign is present and the failure is primarily the fault of the company. This is especially true if the driver has less direct control while the full self-driving system is switched on, which is not clear due to a lack of information about the options available to the driver in this situation.","1","4","Nonbinary","3","","38","3","","70","","","","Full Self-Driving"
"2024-11-12 13:31:29","2024-11-12 13:35:56","0","Anonymized","100","266","1","2024-11-12 13:35:56","R_1r0Bi0z78Uxkxs4","","","","","Anonymized","Anonymized","anonymous","EN","1","65c58be606be5633a2a68984","2","5","2","4","6","30","70","50","50","The human driver is more liable.  Just because a vehicle is ""self-driving"" doesn't mean that the human gives up all responsibility for control and judgment.  And reading texts during driving is distracted driving in Virginia and thus illegal.","1","2","","3","","66","6","","80","","","","Full Self-Driving"
"2024-11-12 13:34:09","2024-11-12 13:35:56","0","Anonymized","100","107","1","2024-11-12 13:35:57","R_1EBhvjmddZIgCQQ","","","","","Anonymized","Anonymized","anonymous","EN","1","6643bf507974079c20ffd910","2","5","2","4","1","61","83","71","100","The human needs to know autonomous vehicles don't exist. You need to be aware at all times.","1","1","","7","","33","4","","59","","","","Lane Sense"
"2024-11-12 13:28:55","2024-11-12 13:36:00","0","Anonymized","100","425","1","2024-11-12 13:36:01","R_5iboOhyqO8eZRCr","","","","","Anonymized","Anonymized","anonymous","EN","1","60bd3949b6f6d9c3453e8def","2","5","2","4","4","70","29","70","29","The human was suppose to select the mode the car was suppose to be driving.","2","2","","1","","52","3","","60","","","","Lane Sense"
"2024-11-12 13:33:25","2024-11-12 13:36:25","0","Anonymized","100","179","1","2024-11-12 13:36:25","R_1c8vn2rGguejaoh","","","","","Anonymized","Anonymized","anonymous","EN","1","5f6aacb57829231956ac4fdc","2","5","2","4","1","8","99","3","98","Automated driving has to have human intervention; it is not foolproof. The human is liable.","1","1","","3","","36","4","","59","","","","Lane Sense"
"2024-11-12 13:31:42","2024-11-12 13:36:27","0","Anonymized","100","284","1","2024-11-12 13:36:28","R_7kgCjtuKDtm5WF1","","","","","Anonymized","Anonymized","anonymous","EN","1","629aaa38fdfc8168501b930e","2","5","2","4","6","86","13","100","29","It's hard to know without more information, but I feel that given the way the information about the car has been presented, it would've been reasonable for the driver to expect that the car should be able to recognize the stop sign and stop itself.","1","1","","3","","45","5","","28","","","","Full Self-Driving"
"2024-11-12 13:33:09","2024-11-12 13:36:29","0","Anonymized","100","200","1","2024-11-12 13:36:29","R_7D6zJGz9p5DlCJs","","","","","Anonymized","Anonymized","anonymous","EN","1","66199b3cd796398a2ba74e05","2","5","2","4","6","60","91","72","92","The human is still in the drivers seat in control of the vehicle","1","2","","3","","28","3","","85","","","","Lane Sense"
"2024-11-12 13:31:10","2024-11-12 13:36:31","0","Anonymized","100","321","1","2024-11-12 13:36:32","R_7RgwZNDBZTaTAjs","","","","","Anonymized","Anonymized","anonymous","EN","1","66b7eb564619216a83b91f4a","2","5","2","4","6","100","50","100","70","I think the company is more liable because they did claim that it is a full self-driving car. ","1","1","","2","","32","4","","80","","","","Full Self-Driving"
"2024-11-12 13:16:46","2024-11-12 13:36:43","0","Anonymized","100","1197","1","2024-11-12 13:36:43","R_1rHZqcWVuSneGKr","","","","","Anonymized","Anonymized","anonymous","EN","1","64542858c348ef24892679d6","2","5","2","4","6","84","79","86","86","The human driver because most of our species drive recklessly.","1","1","","1","","27","3","","74","","","","Lane Sense"
"2024-11-12 13:29:41","2024-11-12 13:36:50","0","Anonymized","100","429","1","2024-11-12 13:36:51","R_1Vp8kBE319O3mU1","","","","","Anonymized","Anonymized","anonymous","EN","1","5d44ea38d7d4b80015384976","2","5","2","4","5","100","0","100","0","If the human was being shuttled by the car while in Full Self Driving mode, he should not have to direct the car what to do or how to do it. The car should know there is a stop sign.","1","2","","3","","67","3","","10","","","","Full Self-Driving"
"2024-11-12 13:34:00","2024-11-12 13:37:13","0","Anonymized","100","193","1","2024-11-12 13:37:14","R_7m1zuWkkl9iA6aw","","","","","Anonymized","Anonymized","anonymous","EN","1","66ca73749d6881cffa1920f5","2","5","2","4","4","0","100","0","100","The human driver is more liable for the accident because ultimately a human in charge of a vehicle is going to be responsible. Also, my perception of ""lane sense"" does not lead me to believe it has functions to deal with stop signs.","1","2","","3","","35","3","","9","","","","Lane Sense"
"2024-11-12 13:32:12","2024-11-12 13:37:31","0","Anonymized","100","318","1","2024-11-12 13:37:31","R_1eJ2Z6gH47EVXqQ","","","","","Anonymized","Anonymized","anonymous","EN","1","5fbd18be2b7651043385b705","2","5","2","4","4","72","49","69","40","The person was driving using the system. They were driving while trusting it would work. This is was led to the accident","1","1","","4","","30","4","","70","","","","Lane Sense"
"2024-11-12 13:32:26","2024-11-12 13:37:33","0","Anonymized","100","306","1","2024-11-12 13:37:33","R_7xIxwEUutr0H8J3","","","","","Anonymized","Anonymized","anonymous","EN","1","66542feebc9052c5a9157a19","2","5","2","4","4","0","100","0","100","The human should be responsible of their car.","1","1","","5","","25","4","","23","","","","Lane Sense"
"2024-11-12 13:34:46","2024-11-12 13:37:35","0","Anonymized","100","168","1","2024-11-12 13:37:35","R_3Qsz9sHr167ixOz","","","","","Anonymized","Anonymized","anonymous","EN","1","6034f019bf26dfcde618e658","2","5","2","4","5","75","82","77","80","Liability for the accident would depend on the specifics of the case, such as whether Aeon's technology was functioning properly or if the human driver failed to take control when required. If the autonomous system malfunctioned or made an error that the driver couldn't reasonably override, Aeon could be more liable. However, if the driver neglected their responsibility to supervise or intervene, they might bear more liability.","2","2","","3","","28","5","","79","","","","Lane Sense"
"2024-11-12 13:33:14","2024-11-12 13:37:38","0","Anonymized","100","263","1","2024-11-12 13:37:38","R_3qpyM5F7JXr5mqD","","","","","Anonymized","Anonymized","anonymous","EN","1","66d66b8e044e8ec3d8f4244e","2","5","2","4","6","60","50","70","50","The human is simply using the car for its intended purpose, Aeon should be held at least equally responsible for this reason.","1","1","","3","","31","1","","50","","","","Full Self-Driving"
"2024-11-12 13:34:40","2024-11-12 13:37:51","0","Anonymized","100","191","1","2024-11-12 13:37:51","R_3dFT49MJMnlNCUY","","","","","Anonymized","Anonymized","anonymous","EN","1","66ef026cb7f6c2ae6ef6deb1","2","5","2","4","6","100","71","98","72","Aeon is more liable because self-driving mode was switched on","1","2","","3","","38","4","","80","","","","Full Self-Driving"
"2024-11-12 13:34:30","2024-11-12 13:38:10","0","Anonymized","100","220","1","2024-11-12 13:38:11","R_1CmdRkXjjLFLg2k","","","","","Anonymized","Anonymized","anonymous","EN","1","5c8085851e4b2100180603a7","2","5","2","4","5","10","90","25","75","I believe the human driver is more liable because they should have been paying attention regardless of what type of car they were driving or the technology it was equipped with, such is the law.","2","2","","3","","29","1","","65","","","","Lane Sense"
"2024-11-12 13:34:30","2024-11-12 13:38:35","0","Anonymized","100","245","1","2024-11-12 13:38:37","R_33314trwOHMFBoB","","","","","Anonymized","Anonymized","anonymous","EN","1","5ea85e55bc06040c26f04cc4","2","5","2","4","2","0","100","0","100","The driver of the car is responsible for the car and where it goes. ","1","1","","3","","45","3","","54","","","","Lane Sense"
"2024-11-12 13:33:54","2024-11-12 13:38:39","0","Anonymized","100","284","1","2024-11-12 13:38:40","R_6Vxc7yt5gTAyQn6","","","","","Anonymized","Anonymized","anonymous","EN","1","66bebe02e300bb97421dc376","2","5","2","4","6","83","0","100","30","Aeon has produced, advertised, and sold its car as an automated machine.  ","1","2","","3","","70","3","","65","","","","Full Self-Driving"
"2024-11-12 13:34:14","2024-11-12 13:38:45","0","Anonymized","100","270","1","2024-11-12 13:38:45","R_3uCdYXjCEjHmJZl","","","","","Anonymized","Anonymized","anonymous","EN","1","6126c68385863fa349a80305","2","5","2","4","5","90","40","80","60","The Lane System program should be rigorously tested before even being allowed to be used by people.","1","1","","2","","23","3","","14","","","","Lane Sense"
"2024-11-12 13:34:08","2024-11-12 13:38:48","0","Anonymized","100","280","1","2024-11-12 13:38:49","R_7e3UpFA2YF85bGb","","","","","Anonymized","Anonymized","anonymous","EN","1","66b261f611f824ebd58ec228","2","5","2","4","6","84","44","76","58","I think the company is liable to some extent for the failure of its system to sense a stop sign.  The human is probably also liable if he had the ability to apply the brake during this system being on.","1","2","","3","","41","4","","69","","","","Full Self-Driving"
"2024-11-12 13:29:48","2024-11-12 13:39:00","0","Anonymized","100","551","1","2024-11-12 13:39:00","R_68P5yuC1cefUC62","","","","","Anonymized","Anonymized","anonymous","EN","1","60fd019e45461e8b70752d56","2","5","2","4","4","85","91","82","95","The human is the most liable bc they are the ones driving and shouldnt rely on the car system completely. I think the company is partially because it was their system that failed. ","2","2","","3","","28","3","","19","","","","Lane Sense"
"2024-11-12 13:33:36","2024-11-12 13:39:06","0","Anonymized","100","330","1","2024-11-12 13:39:07","R_75KpSplfI4yIzKx","","","","","Anonymized","Anonymized","anonymous","EN","1","56e32190e414dc000c8b40ae","2","5","2","4","2","20","69","79","67","The company is most responsible; I see this technology as creating a false sense of security in drivers which leads them to be more careless. ","1","4","agender","3","","33","3","","23","","","","Lane Sense"
"2024-11-12 13:32:59","2024-11-12 13:39:11","0","Anonymized","100","371","1","2024-11-12 13:39:11","R_1Rz8oPiw7n6g94G","","","","","Anonymized","Anonymized","anonymous","EN","1","665815e76167fad10b2f1f62","2","5","2","4","3","10","90","30","70","The technology is responsible, however, the person driving the vehicle is always in charge of the vehicle, and the technology that they are driving.","1","2","","3","","38","4","","20","","","","Lane Sense"
"2024-11-12 13:34:43","2024-11-12 13:39:20","0","Anonymized","100","277","1","2024-11-12 13:39:20","R_5DRJMZir5MyFOVi","","","","","Anonymized","Anonymized","anonymous","EN","1","59ffb939517dfb00013dadda","2","5","2","4","6","100","0","100","0","Because the company is advertising full self driving so they should be responsible for any accidents caused by their systems","1","1","","3","","36","5","","65","","","","Full Self-Driving"
"2024-11-12 13:35:02","2024-11-12 13:39:21","0","Anonymized","100","259","1","2024-11-12 13:39:22","R_3FETk5fDWf9Ynua","","","","","Anonymized","Anonymized","anonymous","EN","1","6334fc9c906ca469677d752e","2","5","3","4","4","100","9","100","6","The car was the thing that caused the accident after the human switched on the auto drive mode","1","1","","3","","34","3","","71","","","","Full Self-Driving"
"2024-11-12 13:34:31","2024-11-12 13:40:11","0","Anonymized","100","339","1","2024-11-12 13:40:11","R_3eUoly4GDK7b3a1","","","","","Anonymized","Anonymized","anonymous","EN","1","5b15d20c444cef0001cb1153","2","5","2","4","4","31","85","0","81","a range of parties share responsibility","1","1","","7","","39","4","","75","","","","Full Self-Driving"
